sfx,iter,factor,sample_size,n_types,entropy
-el,23,0.5,3796,108,4.856915213424738
-el,23,0.25,1898,97,4.86000466621699
-el,23,0.125,949,82,4.800235140680424
-el,23,0.0625,475,68,4.806652828940793
-el,24,1.0,7592,115,4.874911300274579
-el,24,0.5,3796,109,4.859526293739375
-el,24,0.25,1898,92,4.776223894164181
-el,24,0.125,949,77,4.7605553043439865
-el,24,0.0625,475,60,4.723110909584831
-el,25,1.0,7592,115,4.874911300274579
-el,25,0.5,3796,106,4.8667611078379736
-el,25,0.25,1898,95,4.867503505780888
-el,25,0.125,949,82,4.753166329587108
-el,25,0.0625,475,60,4.706541861609586
-el,26,1.0,7592,115,4.874911300274579
-el,26,0.5,3796,105,4.873665029853293
-el,26,0.25,1898,95,4.850542172312352
-el,26,0.125,949,82,4.782738691476045
-el,26,0.0625,475,55,4.681910360878727
-el,27,1.0,7592,115,4.874911300274579
-el,27,0.5,3796,108,4.841781552285543
-el,27,0.25,1898,88,4.776028660392476
-el,27,0.125,949,83,4.837874080470776
-el,27,0.0625,475,62,4.684792295775382
-el,28,1.0,7592,115,4.874911300274579
-el,28,0.5,3796,107,4.862378304977626
-el,28,0.25,1898,98,4.86053330031337
-el,28,0.125,949,72,4.813765029030609
-el,28,0.0625,475,59,4.61430325077319
-el,29,1.0,7592,115,4.874911300274579
-el,29,0.5,3796,106,4.8608713476925836
-el,29,0.25,1898,98,4.863985676259205
-el,29,0.125,949,80,4.754863954842195
-el,29,0.0625,475,68,4.783115423717672
-el,30,1.0,7592,115,4.874911300274579
-el,30,0.5,3796,103,4.846887288262978
-el,30,0.25,1898,91,4.827894916679285
-el,30,0.125,949,77,4.753944782226841
-el,30,0.0625,475,66,4.60424603530052
-el,31,1.0,7592,115,4.874911300274579
-el,31,0.5,3796,106,4.840066653783685
-el,31,0.25,1898,95,4.831020394690571
-el,31,0.125,949,78,4.8349980583541425
-el,31,0.0625,475,61,4.748582379223004
-el,32,1.0,7592,115,4.874911300274579
-el,32,0.5,3796,106,4.852220892623838
-el,32,0.25,1898,98,4.796659828532242
-el,32,0.125,949,82,4.797691380798983
-el,32,0.0625,475,65,4.615290485635407
-el,33,1.0,7592,115,4.874911300274579
-el,33,0.5,3796,107,4.903178687504471
-el,33,0.25,1898,94,4.84608593945
-el,33,0.125,949,80,4.8430833626801615
-el,33,0.0625,475,65,4.635264986411076
-el,34,1.0,7592,115,4.874911300274579
-el,34,0.5,3796,103,4.854058446565661
-el,34,0.25,1898,91,4.855982349740002
-el,34,0.125,949,74,4.7390442745530805
-el,34,0.0625,475,60,4.7350928947880435
-el,35,1.0,7592,115,4.874911300274579
-el,35,0.5,3796,105,4.887627602305154
-el,35,0.25,1898,94,4.833434456842102
-el,35,0.125,949,81,4.783543404846029
-el,35,0.0625,475,66,4.817203247311479
-el,36,1.0,7592,115,4.874911300274579
-el,36,0.5,3796,103,4.845024295892804
-el,36,0.25,1898,96,4.841343875669637
-el,36,0.125,949,81,4.7816976971233895
-el,36,0.0625,475,67,4.77390777650494
-el,37,1.0,7592,115,4.874911300274579
-el,37,0.5,3796,106,4.853423882712803
-el,37,0.25,1898,97,4.849296835821746
-el,37,0.125,949,82,4.816527887201862
-el,37,0.0625,475,58,4.6627868821779455
-el,38,1.0,7592,115,4.874911300274579
-el,38,0.5,3796,106,4.8843404068116225
-el,38,0.25,1898,97,4.847240099679515
-el,38,0.125,949,79,4.837223081035529
-el,38,0.0625,475,57,4.562836084265247
-el,39,1.0,7592,115,4.874911300274579
-el,39,0.5,3796,106,4.8589973821787265
-el,39,0.25,1898,93,4.828489697222789
-el,39,0.125,949,79,4.807987377696097
-el,39,0.0625,475,67,4.8716316480402195
-el,40,1.0,7592,115,4.874911300274579
-el,40,0.5,3796,110,4.895255354575152
-el,40,0.25,1898,94,4.878132519198386
-el,40,0.125,949,79,4.769118676121147
-el,40,0.0625,475,64,4.673277929490987
-el,41,1.0,7592,115,4.874911300274579
-el,41,0.5,3796,104,4.878391971930197
-el,41,0.25,1898,96,4.838480853980987
-el,41,0.125,949,79,4.8626354273921635
-el,41,0.0625,475,64,4.649343405389661
-el,42,1.0,7592,115,4.874911300274579
-el,42,0.5,3796,103,4.885501269262414
-el,42,0.25,1898,94,4.82077379383919
-el,42,0.125,949,86,4.762964628949644
-el,42,0.0625,475,66,4.766752209094063
-el,43,1.0,7592,115,4.874911300274579
-el,43,0.5,3796,108,4.874828768434174
-el,43,0.25,1898,97,4.798831544227536
-el,43,0.125,949,81,4.8633394749570265
-el,43,0.0625,475,68,4.800836775589438
-el,44,1.0,7592,115,4.874911300274579
-el,44,0.5,3796,108,4.856852267769542
-el,44,0.25,1898,94,4.881634548434979
-el,44,0.125,949,83,4.799498859914984
-el,44,0.0625,475,62,4.759810436935799
-el,45,1.0,7592,115,4.874911300274579
-el,45,0.5,3796,107,4.880050347439032
-el,45,0.25,1898,91,4.868001023490388
-el,45,0.125,949,80,4.799418320982523
-el,45,0.0625,475,61,4.796049008276267
-el,46,1.0,7592,115,4.874911300274579
-el,46,0.5,3796,107,4.9288660842866765
-el,46,0.25,1898,95,4.8900469051379165
-el,46,0.125,949,79,4.823365690120665
-el,46,0.0625,475,67,4.724646564570527
-el,47,1.0,7592,115,4.874911300274579
-el,47,0.5,3796,105,4.8632943202699686
-el,47,0.25,1898,96,4.8602813180293865
-el,47,0.125,949,78,4.816073794264328
-el,47,0.0625,475,67,4.792688120859545
-el,48,1.0,7592,115,4.874911300274579
-el,48,0.5,3796,110,4.8495234662649676
-el,48,0.25,1898,94,4.868602702400701
-el,48,0.125,949,87,4.782931667710183
-el,48,0.0625,475,59,4.635385058525345
-el,49,1.0,7592,115,4.874911300274579
-el,49,0.5,3796,102,4.849412359020791
-el,49,0.25,1898,92,4.776549408794264
-el,49,0.125,949,75,4.709476648629205
-el,49,0.0625,475,62,4.655715227028854
-el,50,1.0,7592,115,4.874911300274579
-el,50,0.5,3796,105,4.827903069454049
-el,50,0.25,1898,95,4.781992460294598
-el,50,0.125,949,79,4.703850857044296
-el,50,0.0625,475,61,4.716575941427599
-el,51,1.0,7592,115,4.874911300274579
-el,51,0.5,3796,109,4.835121356606553
-el,51,0.25,1898,99,4.828145130699196
-el,51,0.125,949,79,4.824385946840536
-el,51,0.0625,475,63,4.727222143219061
-el,52,1.0,7592,115,4.874911300274579
-el,52,0.5,3796,102,4.830664713001538
-el,52,0.25,1898,94,4.767635295125396
-el,52,0.125,949,79,4.76023428203115
-el,52,0.0625,475,66,4.796866792363092
-el,53,1.0,7592,115,4.874911300274579
-el,53,0.5,3796,103,4.882755943634202
-el,53,0.25,1898,99,4.861430814932542
-el,53,0.125,949,76,4.785897447195111
-el,53,0.0625,475,68,4.7342662852596575
-el,54,1.0,7592,115,4.874911300274579
-el,54,0.5,3796,107,4.884156312204265
-el,54,0.25,1898,95,4.823025376196993
-el,54,0.125,949,83,4.8076015614474725
-el,54,0.0625,475,67,4.821838826041501
-el,55,1.0,7592,115,4.874911300274579
-el,55,0.5,3796,105,4.8777520114159065
-el,55,0.25,1898,94,4.787597227706547
-el,55,0.125,949,80,4.923975861542351
-el,55,0.0625,475,65,4.775589440907272
-el,56,1.0,7592,115,4.874911300274579
-el,56,0.5,3796,108,4.894722805187457
-el,56,0.25,1898,100,4.922228013324591
-el,56,0.125,949,75,4.7817737281325785
-el,56,0.0625,475,68,4.880069511572892
-el,57,1.0,7592,115,4.874911300274579
-el,57,0.5,3796,107,4.839180841982894
-el,57,0.25,1898,96,4.798915028368702
-el,57,0.125,949,89,4.872057975983047
-el,57,0.0625,475,68,4.846024487102522
-el,58,1.0,7592,115,4.874911300274579
-el,58,0.5,3796,105,4.872057106185243
-el,58,0.25,1898,95,4.909412153900973
-el,58,0.125,949,76,4.71777609173837
-el,58,0.0625,475,67,4.769978445182821
-el,59,1.0,7592,115,4.874911300274579
-el,59,0.5,3796,104,4.884128448976106
-el,59,0.25,1898,95,4.844723388703123
-el,59,0.125,949,78,4.656142988514723
-el,59,0.0625,475,63,4.769630712934929
-el,60,1.0,7592,115,4.874911300274579
-el,60,0.5,3796,108,4.887384184022405
-el,60,0.25,1898,90,4.725057423208214
-el,60,0.125,949,77,4.810339142195331
-el,60,0.0625,475,65,4.780464131460272
-el,61,1.0,7592,115,4.874911300274579
-el,61,0.5,3796,106,4.8694524410658335
-el,61,0.25,1898,103,4.885865766890352
-el,61,0.125,949,80,4.825793004830595
-el,61,0.0625,475,68,4.7703029623433295
-el,62,1.0,7592,115,4.874911300274579
-el,62,0.5,3796,110,4.886185516227312
-el,62,0.25,1898,99,4.811221886227493
-el,62,0.125,949,75,4.901883784914935
-el,62,0.0625,475,67,4.830418005033227
-el,63,1.0,7592,115,4.874911300274579
-el,63,0.5,3796,108,4.90107164447808
-el,63,0.25,1898,90,4.741720744997766
-el,63,0.125,949,80,4.73698005562947
-el,63,0.0625,475,67,4.7017868947443064
-el,64,1.0,7592,115,4.874911300274579
-el,64,0.5,3796,105,4.850511202674565
-el,64,0.25,1898,93,4.893439191616783
-el,64,0.125,949,83,4.874776292144618
-el,64,0.0625,475,59,4.640253011829881
-el,65,1.0,7592,115,4.874911300274579
-el,65,0.5,3796,104,4.863009630226075
-el,65,0.25,1898,99,4.846923447028968
-el,65,0.125,949,79,4.818412959590766
-el,65,0.0625,475,63,4.691890060920219
-el,66,1.0,7592,115,4.874911300274579
-el,66,0.5,3796,105,4.814895442858671
-el,66,0.25,1898,103,4.8800924866650615
-el,66,0.125,949,77,4.810056950051998
-el,66,0.0625,475,63,4.573482179279909
-el,67,1.0,7592,115,4.874911300274579
-el,67,0.5,3796,108,4.886628674605417
-el,67,0.25,1898,97,4.864963260132822
-el,67,0.125,949,79,4.831276051510685
-el,67,0.0625,475,65,4.725640926907286
-el,68,1.0,7592,115,4.874911300274579
-el,68,0.5,3796,107,4.896252109915856
-el,68,0.25,1898,92,4.84023662103458
-el,68,0.125,949,79,4.687751814923684
-el,68,0.0625,475,70,4.942118409231593
-el,69,1.0,7592,115,4.874911300274579
-el,69,0.5,3796,104,4.8399126061446704
-el,69,0.25,1898,89,4.769450437415193
-el,69,0.125,949,81,4.774215921544681
-el,69,0.0625,475,62,4.760222845104955
-el,70,1.0,7592,115,4.874911300274579
-el,70,0.5,3796,104,4.850250486796714
-el,70,0.25,1898,93,4.886388611488907
-el,70,0.125,949,75,4.854519363706155
-el,70,0.0625,475,58,4.732189175841843
-el,71,1.0,7592,115,4.874911300274579
-el,71,0.5,3796,107,4.902412457980147
-el,71,0.25,1898,94,4.817410764078765
-el,71,0.125,949,78,4.866686615258949
-el,71,0.0625,475,66,4.856351143135743
-el,72,1.0,7592,115,4.874911300274579
-el,72,0.5,3796,105,4.83475352384501
-el,72,0.25,1898,92,4.766759003956061
-el,72,0.125,949,75,4.85529387662852
-el,72,0.0625,475,69,4.680264495532483
-el,73,1.0,7592,115,4.874911300274579
-el,73,0.5,3796,104,4.850447352996531
-el,73,0.25,1898,94,4.917195937379534
-el,73,0.125,949,78,4.769494536869175
-el,73,0.0625,475,65,4.74135838021556
-el,74,1.0,7592,115,4.874911300274579
-el,74,0.5,3796,104,4.84109978085586
-el,74,0.25,1898,97,4.793340599624591
-el,74,0.125,949,82,4.792126794749198
-el,74,0.0625,475,64,4.6142297264496275
-el,75,1.0,7592,115,4.874911300274579
-el,75,0.5,3796,105,4.8538730190155785
-el,75,0.25,1898,92,4.8120156359387725
-el,75,0.125,949,85,4.899472306474062
-el,75,0.0625,475,64,4.726460815917547
-el,76,1.0,7592,115,4.874911300274579
-el,76,0.5,3796,105,4.902430232023014
-el,76,0.25,1898,96,4.8467074916185995
-el,76,0.125,949,76,4.826558281396387
-el,76,0.0625,475,65,4.631872885750266
-el,77,1.0,7592,115,4.874911300274579
-el,77,0.5,3796,106,4.839965589000436
-el,77,0.25,1898,96,4.897234133621741
-el,77,0.125,949,75,4.785364188430955
-el,77,0.0625,475,61,4.692250195776133
-el,78,1.0,7592,115,4.874911300274579
-el,78,0.5,3796,103,4.872999983134071
-el,78,0.25,1898,92,4.846957875961144
-el,78,0.125,949,82,4.7623939766299666
-el,78,0.0625,475,66,4.807677246387147
-el,79,1.0,7592,115,4.874911300274579
-el,79,0.5,3796,108,4.9124054024960415
-el,79,0.25,1898,95,4.823325247812637
-el,79,0.125,949,82,4.842409836135529
-el,79,0.0625,475,66,4.671949423800208
-el,80,1.0,7592,115,4.874911300274579
-el,80,0.5,3796,107,4.8487064240675215
-el,80,0.25,1898,92,4.852696203421794
-el,80,0.125,949,83,4.742765895403249
-el,80,0.0625,475,64,4.76648884773922
-el,81,1.0,7592,115,4.874911300274579
-el,81,0.5,3796,108,4.864879953689575
-el,81,0.25,1898,101,4.885269551297968
-el,81,0.125,949,79,4.7718533899885
-el,81,0.0625,475,75,4.86773747840955
-el,82,1.0,7592,115,4.874911300274579
-el,82,0.5,3796,110,4.873600001431668
-el,82,0.25,1898,94,4.870645639074426
-el,82,0.125,949,83,4.798613471040014
-el,82,0.0625,475,68,4.796595493564126
-el,83,1.0,7592,115,4.874911300274579
-el,83,0.5,3796,104,4.86074453958528
-el,83,0.25,1898,91,4.883925780800934
-el,83,0.125,949,82,4.848571392813685
-el,83,0.0625,475,64,4.899489614218041
-el,84,1.0,7592,115,4.874911300274579
-el,84,0.5,3796,102,4.83849646900935
-el,84,0.25,1898,98,4.818623417270047
-el,84,0.125,949,80,4.862423420764102
-el,84,0.0625,475,71,4.784758182223868
-el,85,1.0,7592,115,4.874911300274579
-el,85,0.5,3796,100,4.839627377520102
-el,85,0.25,1898,95,4.843677252294231
-el,85,0.125,949,82,4.8268621402122
-el,85,0.0625,475,63,4.566038761497112
-el,86,1.0,7592,115,4.874911300274579
-el,86,0.5,3796,105,4.864671464289699
-el,86,0.25,1898,95,4.875488025857538
-el,86,0.125,949,87,4.924316841154081
-el,86,0.0625,475,62,4.715324313657545
-el,87,1.0,7592,115,4.874911300274579
-el,87,0.5,3796,108,4.876578139475341
-el,87,0.25,1898,95,4.817130206272693
-el,87,0.125,949,74,4.816928836388543
-el,87,0.0625,475,64,4.8525840964308795
-el,88,1.0,7592,115,4.874911300274579
-el,88,0.5,3796,102,4.851832071076338
-el,88,0.25,1898,97,4.8047646196624845
-el,88,0.125,949,81,4.840690621200344
-el,88,0.0625,475,61,4.6600445337350775
-el,89,1.0,7592,115,4.874911300274579
-el,89,0.5,3796,101,4.88334967297382
-el,89,0.25,1898,92,4.787800166559115
-el,89,0.125,949,80,4.822182945131955
-el,89,0.0625,475,61,4.687513870075204
-el,90,1.0,7592,115,4.874911300274579
-el,90,0.5,3796,106,4.878382682991426
-el,90,0.25,1898,91,4.796725422189363
-el,90,0.125,949,82,4.706506428032795
-el,90,0.0625,475,57,4.582350923280848
-el,91,1.0,7592,115,4.874911300274579
-el,91,0.5,3796,105,4.8514848737915095
-el,91,0.25,1898,95,4.839048617700155
-el,91,0.125,949,83,4.869871088181487
-el,91,0.0625,475,66,4.865603346241647
-el,92,1.0,7592,115,4.874911300274579
-el,92,0.5,3796,107,4.8778707381718425
-el,92,0.25,1898,87,4.849311463664512
-el,92,0.125,949,81,4.886593961346845
-el,92,0.0625,475,65,4.801770965626814
-el,93,1.0,7592,115,4.874911300274579
-el,93,0.5,3796,107,4.84392711277427
-el,93,0.25,1898,92,4.783545371170572
-el,93,0.125,949,81,4.830633139668599
-el,93,0.0625,475,66,4.711715842770265
-el,94,1.0,7592,115,4.874911300274579
-el,94,0.5,3796,100,4.863358956463993
-el,94,0.25,1898,95,4.801247246906379
-el,94,0.125,949,83,4.836710997944535
-el,94,0.0625,475,61,4.664963739816964
-el,95,1.0,7592,115,4.874911300274579
-el,95,0.5,3796,105,4.897709732597225
-el,95,0.25,1898,93,4.874557322792018
-el,95,0.125,949,83,4.7741261878327395
-el,95,0.0625,475,57,4.595401036509811
-el,96,1.0,7592,115,4.874911300274579
-el,96,0.5,3796,103,4.874975959085708
-el,96,0.25,1898,96,4.874421648692672
-el,96,0.125,949,84,4.854617888885677
-el,96,0.0625,475,58,4.531452584224944
-el,97,1.0,7592,115,4.874911300274579
-el,97,0.5,3796,105,4.859237210316949
-el,97,0.25,1898,98,4.802339741235773
-el,97,0.125,949,75,4.786032864297879
-el,97,0.0625,475,58,4.5833919342684215
-el,98,1.0,7592,115,4.874911300274579
-el,98,0.5,3796,104,4.883341362570341
-el,98,0.25,1898,101,4.885880630438096
-el,98,0.125,949,77,4.716684068521053
-el,98,0.0625,475,68,4.843168846468158
-el,99,1.0,7592,115,4.874911300274579
-el,99,0.5,3796,110,4.883223416308757
-el,99,0.25,1898,92,4.865208993802135
-el,99,0.125,949,78,4.735156759860298
-el,99,0.0625,475,63,4.737922885782045
-el,100,1.0,7592,115,4.874911300274579
-el,100,0.5,3796,107,4.870503459576907
-el,100,0.25,1898,96,4.8174282763205625
-el,100,0.125,949,86,4.89024389945074
-el,100,0.0625,475,66,4.814070409093332
-ement,1,1.0,6351,7,0.9676991530301021
-ement,1,0.5,3176,6,0.9635425811268881
-ement,1,0.25,1588,6,1.0312382226007906
-ement,1,0.125,794,6,0.9394682543104574
-ement,1,0.0625,397,5,1.0774585168038866
-ement,2,1.0,6351,7,0.9676991530301021
-ement,2,0.5,3176,6,0.9402162479507902
-ement,2,0.25,1588,6,0.9639222222443103
-ement,2,0.125,794,7,0.9889761786757063
-ement,2,0.0625,397,5,0.9076636629565755
-ement,3,1.0,6351,7,0.9676991530301021
-ement,3,0.5,3176,6,0.968213558877599
-ement,3,0.25,1588,7,1.0060334864078666
-ement,3,0.125,794,6,1.0485352664498584
-ement,3,0.0625,397,6,1.0289912689325404
-ement,4,1.0,6351,7,0.9676991530301021
-ement,4,0.5,3176,7,0.982012877437437
-ement,4,0.25,1588,6,1.0017775430625186
-ement,4,0.125,794,7,0.9574870710046494
-ement,4,0.0625,397,6,0.9047199872036861
-ement,5,1.0,6351,7,0.9676991530301021
-ement,5,0.5,3176,6,0.9934255239810832
-ement,5,0.25,1588,7,0.9578233850530558
-ement,5,0.125,794,6,1.0118445606801474
-ement,5,0.0625,397,6,0.9933368414294502
-ement,6,1.0,6351,7,0.9676991530301021
-ement,6,0.5,3176,7,0.9403372170169827
-ement,6,0.25,1588,5,0.9091010918864614
-ement,6,0.125,794,7,1.0371562207552993
-ement,6,0.0625,397,6,0.9238567236625282
-ement,7,1.0,6351,7,0.9676991530301021
-ement,7,0.5,3176,7,0.994573654236492
-ement,7,0.25,1588,6,0.9765766292218228
-ement,7,0.125,794,7,1.0266179543037612
-ement,7,0.0625,397,6,0.9205101172654445
-ement,8,1.0,6351,7,0.9676991530301021
-ement,8,0.5,3176,7,0.9472784516270895
-ement,8,0.25,1588,7,0.9238651709119478
-ement,8,0.125,794,7,0.8961322159434147
-ement,8,0.0625,397,5,1.1164167628280603
-ement,9,1.0,6351,7,0.9676991530301021
-ement,9,0.5,3176,7,0.9897772330342934
-ement,9,0.25,1588,7,0.9466972117067348
-ement,9,0.125,794,6,0.9689582740341354
-ement,9,0.0625,397,7,0.9869093337299376
-ement,10,1.0,6351,7,0.9676991530301021
-ement,10,0.5,3176,7,0.9352415457987969
-ement,10,0.25,1588,7,0.9936311844586099
-ement,10,0.125,794,6,0.9689994979664737
-ement,10,0.0625,397,6,1.0011247143746393
-ement,11,1.0,6351,7,0.9676991530301021
-ement,11,0.5,3176,7,0.9767605546001504
-ement,11,0.25,1588,6,0.9528391586296727
-ement,11,0.125,794,6,0.9902904109864615
-ement,11,0.0625,397,5,1.013081980617512
-ement,12,1.0,6351,7,0.9676991530301021
-ement,12,0.5,3176,7,0.9861062108869102
-ement,12,0.25,1588,6,0.9726347067456174
-ement,12,0.125,794,6,0.9286211243912068
-ement,12,0.0625,397,6,1.0510417252290214
-ement,13,1.0,6351,7,0.9676991530301021
-ement,13,0.5,3176,6,0.9614563460467225
-ement,13,0.25,1588,6,0.9708532873804271
-ement,13,0.125,794,6,0.9913568046079851
-ement,13,0.0625,397,5,0.9371533540555614
-ement,14,1.0,6351,7,0.9676991530301021
-ement,14,0.5,3176,6,0.9412679818273707
-ement,14,0.25,1588,6,0.9656841728432883
-ement,14,0.125,794,6,1.021397801369631
-ement,14,0.0625,397,5,0.9613946050631729
-ement,15,1.0,6351,7,0.9676991530301021
-ement,15,0.5,3176,7,0.9673485183798106
-ement,15,0.25,1588,6,0.9738149931694724
-ement,15,0.125,794,6,0.9995550313849626
-ement,15,0.0625,397,5,1.051257588494334
-ement,16,1.0,6351,7,0.9676991530301021
-ement,16,0.5,3176,7,0.944465278829189
-ement,16,0.25,1588,6,0.9224194387405336
-ement,16,0.125,794,5,0.89654231340709
-ement,16,0.0625,397,6,1.018979481079093
-ement,17,1.0,6351,7,0.9676991530301021
-ement,17,0.5,3176,6,0.9883827003161276
-ement,17,0.25,1588,6,0.9846601925201831
-ement,17,0.125,794,6,0.9462916009884916
-ement,17,0.0625,397,6,1.1349300672847804
-ement,18,1.0,6351,7,0.9676991530301021
-ement,18,0.5,3176,7,0.9685690007054345
-ement,18,0.25,1588,7,0.9897882615509451
-ement,18,0.125,794,5,0.9074764147009513
-ement,18,0.0625,397,6,1.0133338748533653
-ement,19,1.0,6351,7,0.9676991530301021
-ement,19,0.5,3176,7,0.9991767092771898
-ement,19,0.25,1588,6,1.0181396040190047
-ement,19,0.125,794,6,0.9709384674474622
-ement,19,0.0625,397,5,0.9061826016937604
-ement,20,1.0,6351,7,0.9676991530301021
-ement,20,0.5,3176,6,0.9928089853368877
-ement,20,0.25,1588,6,0.9689782475168356
-ement,20,0.125,794,6,0.9329574597989515
-ement,20,0.0625,397,6,0.9398851504891903
-ement,21,1.0,6351,7,0.9676991530301021
-ement,21,0.5,3176,7,0.9784271597463087
-ement,21,0.25,1588,6,0.9273980203077068
-ement,21,0.125,794,6,1.0105256177684365
-ement,21,0.0625,397,6,1.0995671508861486
-ement,22,1.0,6351,7,0.9676991530301021
-ement,22,0.5,3176,7,0.9689079568430532
-ement,22,0.25,1588,6,0.9794983234779752
-ement,22,0.125,794,6,0.9249216708220259
-ement,22,0.0625,397,5,0.9553204724602878
-ement,23,1.0,6351,7,0.9676991530301021
-ement,23,0.5,3176,6,0.9412608136703451
-ement,23,0.25,1588,6,0.9801225359947949
-ement,23,0.125,794,6,0.9530648947244224
-ement,23,0.0625,397,5,0.9271294780513586
-ement,24,1.0,6351,7,0.9676991530301021
-ement,24,0.5,3176,7,0.9611442380543163
-ement,24,0.25,1588,6,1.0290642968900565
-ement,24,0.125,794,5,0.9230079611011047
-ement,24,0.0625,397,6,1.0987415936912135
-ement,25,1.0,6351,7,0.9676991530301021
-ement,25,0.5,3176,7,1.0013366686329432
-ement,25,0.25,1588,7,0.9474184912941968
-ement,25,0.125,794,7,0.920548536254086
-ement,25,0.0625,397,5,0.9097766884490542
-ement,26,1.0,6351,7,0.9676991530301021
-ement,26,0.5,3176,7,0.9817877556321667
-ement,26,0.25,1588,5,0.9342059423845035
-ement,26,0.125,794,6,0.9264570838877825
-ement,26,0.0625,397,5,0.9017029451829163
-ement,27,1.0,6351,7,0.9676991530301021
-ement,27,0.5,3176,6,0.959390403227358
-ement,27,0.25,1588,6,0.9657410809493174
-ement,27,0.125,794,6,0.9950554297426526
-ement,27,0.0625,397,6,1.0556897410320054
-ement,28,1.0,6351,7,0.9676991530301021
-ement,28,0.5,3176,6,0.9493122538563934
-ement,28,0.25,1588,7,0.9625030800424658
-ement,28,0.125,794,6,0.9618628941627848
-ement,28,0.0625,397,6,0.9541967758182622
-ement,29,1.0,6351,7,0.9676991530301021
-ement,29,0.5,3176,6,0.9378380923174029
-ement,29,0.25,1588,6,0.9796156148506888
-ement,29,0.125,794,5,0.9620499491173193
-ement,29,0.0625,397,4,0.8903820217521822
-ement,30,1.0,6351,7,0.9676991530301021
-ement,30,0.5,3176,7,0.9786794820079255
-ement,30,0.25,1588,6,0.9585252323140311
-ement,30,0.125,794,6,0.9409736661816144
-ement,30,0.0625,397,5,0.9931666767754785
-ement,31,1.0,6351,7,0.9676991530301021
-ement,31,0.5,3176,7,0.931074301120807
-ement,31,0.25,1588,6,0.9717345848006946
-ement,31,0.125,794,6,0.9867301781041338
-ement,31,0.0625,397,5,1.0729205482991655
-ement,32,1.0,6351,7,0.9676991530301021
-ement,32,0.5,3176,6,0.9511748791748194
-ement,32,0.25,1588,7,0.9589346673338803
-ement,32,0.125,794,6,1.0106747752348253
-ement,32,0.0625,397,5,0.9668186657640273
-ement,33,1.0,6351,7,0.9676991530301021
-ement,33,0.5,3176,6,0.9899974243826183
-ement,33,0.25,1588,6,0.9616668738149952
-ement,33,0.125,794,6,0.982332772364798
-ement,33,0.0625,397,6,1.0686732362269697
-ement,34,1.0,6351,7,0.9676991530301021
-ement,34,0.5,3176,7,0.967404632365179
-ement,34,0.25,1588,7,0.9881761188908588
-ement,34,0.125,794,6,0.9304920195538124
-ement,34,0.0625,397,5,0.8890215175486588
-ement,35,1.0,6351,7,0.9676991530301021
-ement,35,0.5,3176,6,0.9653917416951692
-ement,35,0.25,1588,6,0.9124736451280534
-ement,35,0.125,794,6,0.9105052524798818
-ement,35,0.0625,397,5,0.8847438740085245
-ement,36,1.0,6351,7,0.9676991530301021
-ement,36,0.5,3176,7,0.9817627046048718
-ement,36,0.25,1588,7,0.9391667493300944
-ement,36,0.125,794,6,1.0072670782735298
-ement,36,0.0625,397,5,1.0023581412575964
-ement,37,1.0,6351,7,0.9676991530301021
-ement,37,0.5,3176,6,0.9903807768756894
-ement,37,0.25,1588,5,0.967854716628493
-ement,37,0.125,794,7,1.0414654893098736
-ement,37,0.0625,397,5,0.9124427802308488
-ement,38,1.0,6351,7,0.9676991530301021
-ement,38,0.5,3176,7,0.9823374016498869
-ement,38,0.25,1588,6,0.9878743923227966
-ement,38,0.125,794,6,0.9599474072369055
-ement,38,0.0625,397,6,1.043413103894562
-ement,39,1.0,6351,7,0.9676991530301021
-ement,39,0.5,3176,7,0.9471277732439717
-ement,39,0.25,1588,6,0.9437887966394714
-ement,39,0.125,794,5,0.9832448224025498
-ement,39,0.0625,397,6,1.0731032978297201
-ement,40,1.0,6351,7,0.9676991530301021
-ement,40,0.5,3176,7,0.9628490139263962
-ement,40,0.25,1588,6,0.9541175017704608
-ement,40,0.125,794,6,0.9073754799665649
-ement,40,0.0625,397,6,0.9989118551904881
-ement,41,1.0,6351,7,0.9676991530301021
-ement,41,0.5,3176,6,0.9587840083219159
-ement,41,0.25,1588,6,0.9606744494685737
-ement,41,0.125,794,6,1.0405296627691365
-ement,41,0.0625,397,6,1.0117768265876887
-ement,42,1.0,6351,7,0.9676991530301021
-ement,42,0.5,3176,7,0.9969301499256639
-ement,42,0.25,1588,6,0.989989829394357
-ement,42,0.125,794,5,0.8769774857221054
-ement,42,0.0625,397,4,0.803510516227102
-ement,43,1.0,6351,7,0.9676991530301021
-ement,43,0.5,3176,7,0.9565881477038166
-ement,43,0.25,1588,6,1.0266302415919832
-ement,43,0.125,794,6,1.006629279365371
-ement,43,0.0625,397,6,1.0980814739282105
-ement,44,1.0,6351,7,0.9676991530301021
-ement,44,0.5,3176,6,0.96661712197196
-ement,44,0.25,1588,6,1.0216429377503853
-ement,44,0.125,794,6,0.9386631742699646
-ement,44,0.0625,397,6,0.9615831882512049
-ement,45,1.0,6351,7,0.9676991530301021
-ement,45,0.5,3176,7,0.9639857804457885
-ement,45,0.25,1588,7,0.9515504773116806
-ement,45,0.125,794,5,0.9360127785566126
-ement,45,0.0625,397,5,0.938116520425027
-ement,46,1.0,6351,7,0.9676991530301021
-ement,46,0.5,3176,6,0.9583844738728556
-ement,46,0.25,1588,6,1.0054184135875375
-ement,46,0.125,794,5,0.960664458311583
-ement,46,0.0625,397,5,0.9976362926717439
