sfx,iter,factor,sample_size,n_types,entropy
-ament,25,0.25,1113,3,1.1686847292986857
-ament,25,0.125,557,3,1.1011813783390207
-ament,25,0.0625,279,3,1.1862721872731294
-ament,26,1.0,4452,3,1.159700629670682
-ament,26,0.5,2226,3,1.1388696426832836
-ament,26,0.25,1113,3,1.1344762579933265
-ament,26,0.125,557,3,1.1686894824740675
-ament,26,0.0625,279,3,1.127209849861475
-ament,27,1.0,4452,3,1.1387311869531178
-ament,27,0.5,2226,3,1.1608919487528164
-ament,27,0.25,1113,3,1.1244632543581994
-ament,27,0.125,557,3,1.2065459238657574
-ament,27,0.0625,279,3,1.1509841961137466
-ament,28,1.0,4452,3,1.1503501984961537
-ament,28,0.5,2226,3,1.1393642534121926
-ament,28,0.25,1113,3,1.1837893320445938
-ament,28,0.125,557,3,1.1484597039186002
-ament,28,0.0625,279,3,1.1271597377238192
-ament,29,1.0,4452,3,1.1211389285157127
-ament,29,0.5,2226,3,1.1205358404908234
-ament,29,0.25,1113,3,1.1527180396092833
-ament,29,0.125,557,3,1.1272897770176638
-ament,29,0.0625,279,3,1.1429238136173099
-ament,30,1.0,4452,3,1.1511632827209632
-ament,30,0.5,2226,3,1.1396036183734866
-ament,30,0.25,1113,3,1.1268577359953293
-ament,30,0.125,557,3,1.1046621134495525
-ament,30,0.0625,279,3,1.1107386767058272
-ament,31,1.0,4452,3,1.1615591755522052
-ament,31,0.5,2226,3,1.1436269928631584
-ament,31,0.25,1113,3,1.1313896092061508
-ament,31,0.125,557,3,1.164018291020453
-ament,31,0.0625,279,3,1.152056563687488
-ament,32,1.0,4452,3,1.1270043545578752
-ament,32,0.5,2226,3,1.142392364138501
-ament,32,0.25,1113,3,1.116751092859174
-ament,32,0.125,557,3,1.1828281237969553
-ament,32,0.0625,279,3,1.0871340067178636
-ament,33,1.0,4452,3,1.1594209170189402
-ament,33,0.5,2226,3,1.126123846412144
-ament,33,0.25,1113,3,1.1393816408299637
-ament,33,0.125,557,3,1.1987198691672651
-ament,33,0.0625,279,3,1.1007462608812526
-ament,34,1.0,4452,3,1.133670838396367
-ament,34,0.5,2226,3,1.1542146361406658
-ament,34,0.25,1113,3,1.1591377690952978
-ament,34,0.125,557,3,1.1933341504880985
-ament,34,0.0625,279,3,1.1585556026396413
-ament,35,1.0,4452,3,1.1480916092943938
-ament,35,0.5,2226,3,1.1573279640262824
-ament,35,0.25,1113,3,1.146963585629699
-ament,35,0.125,557,3,1.1770777825971017
-ament,35,0.0625,279,3,1.1608871285452633
-ament,36,1.0,4452,3,1.150410223754163
-ament,36,0.5,2226,3,1.1328052442455896
-ament,36,0.25,1113,3,1.157477769143638
-ament,36,0.125,557,3,1.1583688677003001
-ament,36,0.0625,279,3,1.0937638638931393
-ament,37,1.0,4452,3,1.145143697363637
-ament,37,0.5,2226,3,1.1477984174361298
-ament,37,0.25,1113,3,1.1271377532947453
-ament,37,0.125,557,3,1.1184179297785415
-ament,37,0.0625,279,3,1.1071105270675
-ament,38,1.0,4452,3,1.147748498791944
-ament,38,0.5,2226,3,1.146963585629699
-ament,38,0.25,1113,3,1.1470975746402778
-ament,38,0.125,557,3,1.1645944684341332
-ament,38,0.0625,279,3,1.071304382724437
-ament,39,1.0,4452,3,1.155627210528782
-ament,39,0.5,2226,3,1.1614811534595526
-ament,39,0.25,1113,3,1.1414238928347278
-ament,39,0.125,557,3,1.155589050291603
-ament,39,0.0625,279,3,1.2047594410213607
-ament,40,1.0,4452,3,1.1466320080172672
-ament,40,0.5,2226,3,1.143524461478522
-ament,40,0.25,1113,3,1.131609551126583
-ament,40,0.125,557,3,1.1284585964302698
-ament,40,0.0625,279,3,1.203592496839176
-ament,41,1.0,4452,3,1.1454816946751045
-ament,41,0.5,2226,3,1.147897351781603
-ament,41,0.25,1113,3,1.146963585629699
-ament,41,0.125,557,3,1.1543801181988043
-ament,41,0.0625,279,3,1.1287807167334445
-ament,42,1.0,4452,3,1.1579653249653106
-ament,42,0.5,2226,3,1.1543677510166332
-ament,42,0.25,1113,3,1.1614811534595526
-ament,42,0.125,557,3,1.158694536368738
-ament,42,0.0625,279,3,1.1719550693531644
-ament,43,1.0,4452,3,1.159704163911963
-ament,43,0.5,2226,3,1.1390925556722402
-ament,43,0.25,1113,3,1.1075539909485144
-ament,43,0.125,557,3,1.1661301674609257
-ament,43,0.0625,279,3,1.18357824107891
-ament,44,1.0,4452,3,1.1566453903944856
-ament,44,0.5,2226,3,1.1350616619362373
-ament,44,0.25,1113,3,1.1257317988953348
-ament,44,0.125,557,3,1.1024183624627404
-ament,44,0.0625,279,3,1.1267048535591673
-ament,45,1.0,4452,3,1.157444093577793
-ament,45,0.5,2226,3,1.1589686933849646
-ament,45,0.25,1113,3,1.1693216245730067
-ament,45,0.125,557,3,1.1917771026229094
-ament,45,0.0625,279,3,1.186579845213894
-ament,46,1.0,4452,3,1.1576984567880708
-ament,46,0.5,2226,3,1.1541724559879112
-ament,46,0.25,1113,3,1.120681711159795
-ament,46,0.125,557,3,1.1252243876540449
-ament,46,0.0625,279,3,1.0686480547574626
-ament,47,1.0,4452,3,1.146448664638621
-ament,47,0.5,2226,3,1.1491561091657085
-ament,47,0.25,1113,3,1.1480353243663026
-ament,47,0.125,557,3,1.1359941494036292
-ament,47,0.0625,279,3,1.1054433775953811
-ament,48,1.0,4452,3,1.1564405221746108
-ament,48,0.5,2226,3,1.1826373329104136
-ament,48,0.25,1113,3,1.1755328123992905
-ament,48,0.125,557,3,1.1574873933146161
-ament,48,0.0625,279,3,1.0334867013420466
-ament,49,1.0,4452,3,1.1457021382866477
-ament,49,0.5,2226,3,1.1752723851864033
-ament,49,0.25,1113,3,1.1329685749403449
-ament,49,0.125,557,3,1.1735390051756802
-ament,49,0.0625,279,3,1.0906021910731103
-ament,50,1.0,4452,3,1.1355202065868237
-ament,50,0.5,2226,3,1.136926679224936
-ament,50,0.25,1113,3,1.1137358749615465
-ament,50,0.125,557,3,1.1420142300261527
-ament,50,0.0625,279,3,1.1789519140845355
-ament,51,1.0,4452,3,1.157375407803774
-ament,51,0.5,2226,3,1.133984720263946
-ament,51,0.25,1113,3,1.1793928859974971
-ament,51,0.125,557,3,1.1581772743068568
-ament,51,0.0625,279,3,1.1582502165829465
-ament,52,1.0,4452,3,1.1417096228095693
-ament,52,0.5,2226,3,1.1273164194571923
-ament,52,0.25,1113,3,1.1465172461584665
-ament,52,0.125,557,3,1.0879857826295896
-ament,52,0.0625,279,3,1.2107393725536564
-ament,53,1.0,4452,3,1.143859631639837
-ament,53,0.5,2226,3,1.1836589095767713
-ament,53,0.25,1113,3,1.162832853595937
-ament,53,0.125,557,3,1.1264806091465385
-ament,53,0.0625,279,3,1.1062403598361419
-ament,54,1.0,4452,3,1.1449003000183315
-ament,54,0.5,2226,3,1.1324831084850802
-ament,54,0.25,1113,3,1.1180516709459933
-ament,54,0.125,557,3,1.119329343712907
-ament,54,0.0625,279,3,1.0898292666542544
-ament,55,1.0,4452,3,1.1474127487775143
-ament,55,0.5,2226,3,1.1466572623790086
-ament,55,0.25,1113,3,1.1652576468818696
-ament,55,0.125,557,3,1.17998398743817
-ament,55,0.0625,279,3,1.1719550693531644
-ament,56,1.0,4452,3,1.1589429699473923
-ament,56,0.5,2226,3,1.1427797597776348
-ament,56,0.25,1113,3,1.1692802310090245
-ament,56,0.125,557,3,1.156931490917001
-ament,56,0.0625,279,3,1.1819601982016512
-ament,57,1.0,4452,3,1.1375652859705563
-ament,57,0.5,2226,3,1.1586684453453733
-ament,57,0.25,1113,3,1.122055756511615
-ament,57,0.125,557,3,1.155589050291603
-ament,57,0.0625,279,3,1.104271705129366
-ament,58,1.0,4452,3,1.136597121507985
-ament,58,0.5,2226,3,1.1413488010495838
-ament,58,0.25,1113,3,1.1101413475473922
-ament,58,0.125,557,3,1.1143402464626897
-ament,58,0.0625,279,3,1.11134276570706
-ament,59,1.0,4452,3,1.1463124203878192
-ament,59,0.5,2226,3,1.154094752020688
-ament,59,0.25,1113,3,1.1302177920546448
-ament,59,0.125,557,3,1.1201920098695963
-ament,59,0.0625,279,3,1.2001915006158161
-ament,60,1.0,4452,3,1.1442261095668338
-ament,60,0.5,2226,3,1.1492889567705467
-ament,60,0.25,1113,3,1.1657624590577718
-ament,60,0.125,557,3,1.0784249208516554
-ament,60,0.0625,279,3,1.1248843375608202
-ament,61,1.0,4452,3,1.1400645469618678
-ament,61,0.5,2226,3,1.1287706459185487
-ament,61,0.25,1113,3,1.1389361281655945
-ament,61,0.125,557,3,1.1476049692383898
-ament,61,0.0625,279,3,1.1342885592454943
-ament,62,1.0,4452,3,1.1535332435144638
-ament,62,0.5,2226,3,1.1527995673780167
-ament,62,0.25,1113,3,1.141961840964078
-ament,62,0.125,557,3,1.1834012533798894
-ament,62,0.0625,279,3,1.2232517452732057
-ament,63,1.0,4452,3,1.1468355246337483
-ament,63,0.5,2226,3,1.126501112258947
-ament,63,0.25,1113,3,1.1473775079318025
-ament,63,0.125,557,3,1.1236625860515386
-ament,63,0.0625,279,3,1.1282965205031472
-ament,64,1.0,4452,3,1.150865142667132
-ament,64,0.5,2226,3,1.151422557520598
-ament,64,0.25,1113,3,1.1318246894724684
-ament,64,0.125,557,3,1.1372363621537875
-ament,64,0.0625,279,3,1.1998827585244978
-ament,65,1.0,4452,3,1.1518515390448445
-ament,65,0.5,2226,3,1.1602914032682288
-ament,65,0.25,1113,3,1.1757739197695563
-ament,65,0.125,557,3,1.2224484179342219
-ament,65,0.0625,279,3,1.1430939342519864
-ament,66,1.0,4452,3,1.1455510360603751
-ament,66,0.5,2226,3,1.1419776629407987
-ament,66,0.25,1113,3,1.1529682252988505
-ament,66,0.125,557,3,1.1429753790678103
-ament,66,0.0625,279,3,1.1103232658250568
-ament,67,1.0,4452,3,1.138752375571535
-ament,67,0.5,2226,3,1.1385363831324395
-ament,67,0.25,1113,3,1.1507958537432887
-ament,67,0.125,557,3,1.1315019203702774
-ament,67,0.0625,279,3,1.1267048535591673
-ament,68,1.0,4452,3,1.1434644865774175
-ament,68,0.5,2226,3,1.1541465824107544
-ament,68,0.25,1113,3,1.1541465824107544
-ament,68,0.125,557,3,1.1363084375387897
-ament,68,0.0625,279,3,1.098012829959493
-ament,69,1.0,4452,3,1.1515724524301019
-ament,69,0.5,2226,3,1.1184184321148514
-ament,69,0.25,1113,3,1.1286527569183293
-ament,69,0.125,557,3,1.1341365692196452
-ament,69,0.0625,279,3,1.2095468350523915
-ament,70,1.0,4452,3,1.1489933269601598
-ament,70,0.5,2226,3,1.1463551893073531
-ament,70,0.25,1113,3,1.146535203006148
-ament,70,0.125,557,3,1.1361179654616014
-ament,70,0.0625,279,3,1.0534490799988967
-ament,71,1.0,4452,3,1.151422557520598
-ament,71,0.5,2226,3,1.1406966697627094
-ament,71,0.25,1113,3,1.1783695292285639
-ament,71,0.125,557,3,1.1510498008561354
-ament,71,0.0625,279,3,1.1138518016568004
-ament,72,1.0,4452,3,1.1470306159927555
-ament,72,0.5,2226,3,1.1573206384627994
-ament,72,0.25,1113,3,1.1360495380958728
-ament,72,0.125,557,3,1.1041299136045253
-ament,72,0.0625,279,3,1.1378412359845131
-ament,73,1.0,4452,3,1.1357478708699171
-ament,73,0.5,2226,3,1.144511815474115
-ament,73,0.25,1113,3,1.163382374378957
-ament,73,0.125,557,3,1.1762463650317658
-ament,73,0.0625,279,3,1.1153007467878575
-ament,74,1.0,4452,3,1.1469842700043853
-ament,74,0.5,2226,3,1.1447867033652235
-ament,74,0.25,1113,3,1.1726621420383643
-ament,74,0.125,557,3,1.1673018334175527
-ament,74,0.0625,279,3,1.14446153314709
-ament,75,1.0,4452,3,1.143926571098367
-ament,75,0.5,2226,3,1.1392048218378665
-ament,75,0.25,1113,3,1.1938593234458652
-ament,75,0.125,557,3,1.1718130677025804
-ament,75,0.0625,279,3,1.091280087649681
-ament,76,1.0,4452,3,1.124136294377247
-ament,76,0.5,2226,3,1.1534958283991914
-ament,76,0.25,1113,3,1.1487336104404122
-ament,76,0.125,557,3,1.0828695701793563
-ament,76,0.0625,279,3,1.069402887420165
-ament,77,1.0,4452,3,1.148511090249708
-ament,77,0.5,2226,3,1.146209078298127
-ament,77,0.25,1113,3,1.1298302385029855
-ament,77,0.125,557,3,1.159980600117825
-ament,77,0.0625,279,3,1.0774359180566921
-ament,78,1.0,4452,3,1.1334164785959988
-ament,78,0.5,2226,3,1.1244405518691276
-ament,78,0.25,1113,3,1.1076246018901656
-ament,78,0.125,557,3,1.1786088640620074
-ament,78,0.0625,279,3,1.1394390368180418
-ament,79,1.0,4452,3,1.1662914789437366
-ament,79,0.5,2226,3,1.1635991806172457
-ament,79,0.25,1113,3,1.1838286052677027
-ament,79,0.125,557,3,1.1483709755798204
-ament,79,0.0625,279,3,1.2101188868790813
-ament,80,1.0,4452,3,1.1435647025658364
-ament,80,0.5,2226,3,1.1276617683026002
-ament,80,0.25,1113,3,1.1629723450795237
-ament,80,0.125,557,3,1.1443175426621757
-ament,80,0.0625,279,3,1.1668511386795908
-ament,81,1.0,4452,3,1.1554842790684818
-ament,81,0.5,2226,3,1.138172703514234
-ament,81,0.25,1113,3,1.135410734978068
-ament,81,0.125,557,3,1.118674304573375
-ament,81,0.0625,279,3,1.128220753974075
-ament,82,1.0,4452,3,1.1382898670826485
-ament,82,0.5,2226,3,1.1517447202724527
-ament,82,0.25,1113,3,1.159436306057778
-ament,82,0.125,557,3,1.1269943028411058
-ament,82,0.0625,279,3,1.1282965205031472
-ament,83,1.0,4452,3,1.1515534796798141
-ament,83,0.5,2226,3,1.1228436793584158
-ament,83,0.25,1113,3,1.1743751094987718
-ament,83,0.125,557,3,1.1222902941662554
-ament,83,0.0625,279,3,1.154811558498566
-ament,84,1.0,4452,3,1.1406186359246548
-ament,84,0.5,2226,3,1.1386619475716393
-ament,84,0.25,1113,3,1.1453169376334664
-ament,84,0.125,557,3,1.131489162069635
-ament,84,0.0625,279,3,1.2094206177218898
-ament,85,1.0,4452,3,1.1432994634390392
-ament,85,0.5,2226,3,1.1534958283991914
-ament,85,0.25,1113,3,1.1683946868334967
-ament,85,0.125,557,3,1.1471931253026915
-ament,85,0.0625,279,3,1.1396138531736375
-ament,86,1.0,4452,3,1.156515157604909
-ament,86,0.5,2226,3,1.1351207303805326
-ament,86,0.25,1113,3,1.1063265478775763
-ament,86,0.125,557,3,1.130013761959401
-ament,86,0.0625,279,3,1.1278418806525552
-ament,87,1.0,4452,3,1.1200390215277658
-ament,87,0.5,2226,3,1.1629382832121233
-ament,87,0.25,1113,3,1.1646324728133919
-ament,87,0.125,557,3,1.1566247230921818
-ament,87,0.0625,279,3,1.1201454587979391
-ament,88,1.0,4452,3,1.1501832257845928
-ament,88,0.5,2226,3,1.148820514282252
-ament,88,0.25,1113,3,1.1172857395179707
-ament,88,0.125,557,3,1.133707009301362
-ament,88,0.0625,279,3,1.1848871643789958
-ament,89,1.0,4452,3,1.1503373064391353
-ament,89,0.5,2226,3,1.1396036183734866
-ament,89,0.25,1113,3,1.1552041340931598
-ament,89,0.125,557,3,1.1305008397546152
-ament,89,0.0625,279,3,1.1086230104997277
-ament,90,1.0,4452,3,1.1544114390537112
-ament,90,0.5,2226,3,1.1717178905565286
-ament,90,0.25,1113,3,1.1505773037694125
-ament,90,0.125,557,3,1.0841403019915634
-ament,90,0.0625,279,3,1.1590135985248566
-ament,91,1.0,4452,3,1.1460530516599665
-ament,91,0.5,2226,3,1.1660026871977878
-ament,91,0.25,1113,3,1.1587878463253138
-ament,91,0.125,557,3,1.1968001806400532
-ament,91,0.0625,279,3,1.163505704357098
-ament,92,1.0,4452,3,1.13463290149681
-ament,92,0.5,2226,3,1.146853809325407
-ament,92,0.25,1113,3,1.0970123480503085
-ament,92,0.125,557,3,1.126746984417068
-ament,92,0.0625,279,3,1.150973724065364
-ament,93,1.0,4452,3,1.1479950823449458
-ament,93,0.5,2226,3,1.178403071337087
-ament,93,0.25,1113,3,1.1589013697911397
-ament,93,0.125,557,3,1.155589050291603
-ament,93,0.0625,279,3,1.0686480547574626
-ament,94,1.0,4452,3,1.1381355127382606
-ament,94,0.5,2226,3,1.1733893691853408
-ament,94,0.25,1113,3,1.1375417156851164
-ament,94,0.125,557,3,1.1726930731502594
-ament,94,0.0625,279,3,1.1421808044338015
-ament,95,1.0,4452,3,1.1559419116577738
-ament,95,0.5,2226,3,1.1284274317863656
-ament,95,0.25,1113,3,1.1717178905565286
-ament,95,0.125,557,3,1.126065222294145
-ament,95,0.0625,279,3,1.1062403598361419
-ament,96,1.0,4452,3,1.1674625896335775
-ament,96,0.5,2226,3,1.1526953920628948
-ament,96,0.25,1113,3,1.0978528117685435
-ament,96,0.125,557,3,1.1543801181988043
-ament,96,0.0625,279,3,1.1765575970920628
-ament,97,1.0,4452,3,1.1442744786544756
-ament,97,0.5,2226,3,1.1342531028494296
-ament,97,0.25,1113,3,1.1812384835414285
-ament,97,0.125,557,3,1.192318816694712
-ament,97,0.0625,279,3,1.2357976589106971
-ament,98,1.0,4452,3,1.1497147395162628
-ament,98,0.5,2226,3,1.1466320080172672
-ament,98,0.25,1113,3,1.1212216647754918
-ament,98,0.125,557,3,1.1786088640620074
-ament,98,0.0625,279,3,1.1072808353445243
-ament,99,1.0,4452,3,1.1445770514991138
-ament,99,0.5,2226,3,1.1441284695024372
-ament,99,0.25,1113,3,1.1475969367152943
-ament,99,0.125,557,3,1.1128269364328316
-ament,99,0.0625,279,3,1.1555761920687755
-ament,100,1.0,4452,3,1.1482342337629892
-ament,100,0.5,2226,3,1.1530915029133941
-ament,100,0.25,1113,3,1.1208785424098544
-ament,100,0.125,557,3,1.1345935702060046
-ament,100,0.0625,279,3,1.074874533905958
-and,1,1.0,37,4,1.2672123622216085
-and,1,0.5,19,4,1.3605273114437084
-and,1,0.25,10,3,1.4854752972273346
-and,1,0.125,5,3,1.370950594454669
-and,1,0.0625,3,2,0.9182958340544894
-and,2,1.0,37,4,1.2465958046195194
-and,2,0.5,19,3,1.0214554656116668
-and,2,0.25,10,2,0.9709505944546688
-and,2,0.125,5,1,0.0
-and,2,0.0625,3,2,0.9182958340544894
-and,3,1.0,37,4,1.3711805699438582
-and,3,0.5,19,2,0.9819407868640977
-and,3,0.25,10,4,1.3567796494470394
-and,3,0.125,5,1,0.0
-and,3,0.0625,3,2,0.9182958340544894
-and,4,1.0,37,4,1.545366160401226
-and,4,0.5,19,4,1.5288018145253184
-and,4,0.25,10,3,1.1567796494470395
-and,4,0.125,5,3,1.370950594454669
-and,4,0.0625,3,2,0.9182958340544894
-and,5,1.0,37,3,1.1721393856421283
-and,5,0.5,19,2,0.8314743880097293
-and,5,0.25,10,3,1.1567796494470395
-and,5,0.125,5,2,0.7219280948873623
-and,5,0.0625,3,2,0.9182958340544894
-and,6,1.0,37,4,1.0403338447636485
-and,6,0.5,19,3,1.0214554656116668
-and,6,0.25,10,2,0.8812908992306927
-and,6,0.125,5,3,1.370950594454669
-and,6,0.0625,3,2,0.9182958340544894
-and,7,1.0,37,4,1.2835511773537776
-and,7,0.5,19,3,1.210810026106033
-and,7,0.25,10,3,1.360964047443681
-and,7,0.125,5,3,1.370950594454669
-and,7,0.0625,3,2,0.9182958340544894
-and,8,1.0,37,4,1.2465958046195194
-and,8,0.5,19,4,1.29499507471547
-and,8,0.25,10,2,0.8812908992306927
-and,8,0.125,5,3,1.370950594454669
-and,8,0.0625,3,1,0.0
-and,9,1.0,37,4,1.3149757225391778
-and,9,0.5,19,3,1.3235315761100483
-and,9,0.25,10,3,1.1567796494470395
-and,9,0.125,5,2,0.7219280948873623
-and,9,0.0625,3,3,1.584962500721156
-and,10,1.0,37,4,1.3411548353945062
-and,10,0.5,19,2,0.8997437586982626
-and,10,0.25,10,2,0.8812908992306927
-and,10,0.125,5,3,1.5219280948873626
-and,10,0.0625,3,2,0.9182958340544894
-and,11,1.0,37,4,1.448412406275666
-and,11,0.5,19,3,1.3235315761100483
-and,11,0.25,10,3,1.360964047443681
-and,11,0.125,5,3,1.370950594454669
-and,11,0.0625,3,1,0.0
-and,12,1.0,37,3,1.2090947583763867
-and,12,0.5,19,3,1.2448406699719212
-and,12,0.25,10,3,1.370950594454669
-and,12,0.125,5,2,0.7219280948873623
-and,12,0.0625,3,2,0.9182958340544894
-and,13,1.0,37,4,1.3711805699438582
-and,13,0.5,19,3,1.0214554656116668
-and,13,0.25,10,2,0.8812908992306927
-and,13,0.125,5,2,0.9709505944546688
-and,13,0.0625,3,2,0.9182958340544894
-and,14,1.0,37,4,1.2465958046195194
-and,14,0.5,19,3,1.2674438038072338
-and,14,0.25,10,3,1.4854752972273346
-and,14,0.125,5,2,0.7219280948873623
-and,14,0.0625,3,2,0.9182958340544894
-and,15,1.0,37,3,1.0086232677764626
-and,15,0.5,19,3,1.0214554656116668
-and,15,0.25,10,3,1.2954618442383217
-and,15,0.125,5,3,1.370950594454669
-and,15,0.0625,3,2,0.9182958340544894
-and,16,1.0,37,3,1.0813247795573495
-and,16,0.5,19,3,1.0214554656116668
-and,16,0.25,10,2,1.0
-and,16,0.125,5,2,0.9709505944546688
-and,16,0.0625,3,2,0.9182958340544894
-and,17,1.0,37,3,1.2666984164171151
-and,17,0.5,19,3,1.2448406699719212
-and,17,0.25,10,3,0.9219280948873624
-and,17,0.125,5,3,1.370950594454669
-and,17,0.0625,3,2,0.9182958340544894
-and,18,1.0,37,4,1.4438820817247453
-and,18,0.5,19,3,1.2674438038072338
-and,18,0.25,10,2,0.8812908992306927
-and,18,0.125,5,3,1.5219280948873626
-and,18,0.0625,3,1,0.0
-and,19,1.0,37,4,1.2465958046195194
-and,19,0.5,19,3,1.167436723286701
-and,19,0.25,10,2,0.9709505944546688
-and,19,0.125,5,2,0.9709505944546688
-and,19,0.0625,3,1,0.0
-and,20,1.0,37,4,1.0910219451312835
-and,20,0.5,19,3,1.1897319168207328
-and,20,0.25,10,3,1.360964047443681
-and,20,0.125,5,3,1.370950594454669
-and,20,0.0625,3,2,0.9182958340544894
-and,21,1.0,37,3,1.0086232677764626
-and,21,0.5,19,4,1.465255650113225
-and,21,0.25,10,3,0.9219280948873624
-and,21,0.125,5,2,0.7219280948873623
-and,21,0.0625,3,2,0.9182958340544894
-and,22,1.0,37,3,1.1198402387845783
-and,22,0.5,19,2,0.9494520153879485
-and,22,0.25,10,3,1.360964047443681
-and,22,0.125,5,1,0.0
-and,22,0.0625,3,2,0.9182958340544894
-and,23,1.0,37,3,1.0237614649775089
-and,23,0.5,19,2,0.9494520153879485
-and,23,0.25,10,2,0.9709505944546688
-and,23,0.125,5,3,1.5219280948873626
-and,23,0.0625,3,2,0.9182958340544894
-and,24,1.0,37,4,1.6255832614409969
-and,24,0.5,19,3,1.0214554656116668
-and,24,0.25,10,3,1.2954618442383217
-and,24,0.125,5,1,0.0
-and,24,0.0625,3,2,0.9182958340544894
-and,25,1.0,37,4,1.2037389690973712
-and,25,0.5,19,4,1.1922508602346424
-and,25,0.25,10,3,1.360964047443681
-and,25,0.125,5,1,0.0
-and,25,0.0625,3,2,0.9182958340544894
-and,26,1.0,37,4,1.3411548353945062
-and,26,0.5,19,4,1.613519734232519
-and,26,0.25,10,3,1.360964047443681
-and,26,0.125,5,3,1.370950594454669
-and,26,0.0625,3,1,0.0
-and,27,1.0,37,3,1.0086232677764626
-and,27,0.5,19,3,1.167436723286701
-and,27,0.25,10,1,0.0
-and,27,0.125,5,1,0.0
-and,27,0.0625,3,3,1.584962500721156
-and,28,1.0,37,4,1.2465958046195194
-and,28,0.5,19,4,1.29499507471547
-and,28,0.25,10,3,1.360964047443681
-and,28,0.125,5,4,1.9219280948873625
-and,28,0.0625,3,1,0.0
-and,29,1.0,37,4,1.2672123622216085
-and,29,0.5,19,3,1.3235315761100483
-and,29,0.25,10,3,1.5219280948873626
-and,29,0.125,5,2,0.7219280948873623
-and,29,0.0625,3,1,0.0
-and,30,1.0,37,3,1.2036908806058486
-and,30,0.5,19,3,1.2674438038072338
-and,30,0.25,10,3,1.1567796494470395
-and,30,0.125,5,2,0.7219280948873623
-and,30,0.0625,3,1,0.0
-and,31,1.0,37,4,1.2835511773537776
-and,31,0.5,19,3,1.0869877023399053
-and,31,0.25,10,2,1.0
-and,31,0.125,5,3,1.370950594454669
-and,31,0.0625,3,1,0.0
-and,32,1.0,37,3,1.0973549514358283
-and,32,0.5,19,3,1.3779630390761746
-and,32,0.25,10,3,0.9219280948873624
-and,32,0.125,5,1,0.0
