sfx,iter,factor,sample_size,n_types,entropy
-ation,78,0.0625,989,113,5.215033513022447
-ation,79,1.0,15824,204,5.348213048415051
-ation,79,0.5,7912,193,5.400082415453705
-ation,79,0.25,3956,169,5.333412263032904
-ation,79,0.125,1978,148,5.320220672721138
-ation,79,0.0625,989,112,5.131969229887132
-ation,80,1.0,15824,208,5.331760253069232
-ation,80,0.5,7912,198,5.340210341358624
-ation,80,0.25,3956,165,5.284341323915854
-ation,80,0.125,1978,144,5.250738833702196
-ation,80,0.0625,989,126,5.349073855599841
-ation,81,1.0,15824,207,5.370328521520823
-ation,81,0.5,7912,186,5.358862646225614
-ation,81,0.25,3956,160,5.2819207320612005
-ation,81,0.125,1978,144,5.294211960760747
-ation,81,0.0625,989,109,5.04525397414001
-ation,82,1.0,15824,207,5.3378360159319325
-ation,82,0.5,7912,190,5.376299413548749
-ation,82,0.25,3956,164,5.3475613477123
-ation,82,0.125,1978,144,5.219547754545805
-ation,82,0.0625,989,118,5.265209181962998
-ation,83,1.0,15824,209,5.350623844996243
-ation,83,0.5,7912,193,5.3561398168389776
-ation,83,0.25,3956,169,5.343147559254916
-ation,83,0.125,1978,145,5.319688945119915
-ation,83,0.0625,989,126,5.200344296583521
-ation,84,1.0,15824,202,5.369631892898025
-ation,84,0.5,7912,192,5.3483660191454785
-ation,84,0.25,3956,178,5.401192154382128
-ation,84,0.125,1978,143,5.286799474670741
-ation,84,0.0625,989,121,5.275191478535733
-ation,85,1.0,15824,209,5.359863223343607
-ation,85,0.5,7912,186,5.297052677816518
-ation,85,0.25,3956,170,5.282273653592619
-ation,85,0.125,1978,153,5.321501834688257
-ation,85,0.0625,989,111,5.081305075814872
-ation,86,1.0,15824,202,5.361181773002793
-ation,86,0.5,7912,188,5.359501821750959
-ation,86,0.25,3956,169,5.275914698359844
-ation,86,0.125,1978,148,5.293751397041095
-ation,86,0.0625,989,117,5.262192437344096
-ation,87,1.0,15824,201,5.350882085873211
-ation,87,0.5,7912,190,5.340680896462571
-ation,87,0.25,3956,168,5.323939250737482
-ation,87,0.125,1978,143,5.216735637534337
-ation,87,0.0625,989,123,5.271796619148412
-ation,88,1.0,15824,206,5.368421888706446
-ation,88,0.5,7912,196,5.365833031318678
-ation,88,0.25,3956,178,5.337673188596917
-ation,88,0.125,1978,144,5.244993870751958
-ation,88,0.0625,989,103,5.116404214460569
-ation,89,1.0,15824,205,5.332949716197006
-ation,89,0.5,7912,186,5.3312525090901675
-ation,89,0.25,3956,169,5.355983363250903
-ation,89,0.125,1978,147,5.298391035704204
-ation,89,0.0625,989,114,5.162391021924603
-ation,90,1.0,15824,203,5.372869163645797
-ation,90,0.5,7912,193,5.294762419383077
-ation,90,0.25,3956,167,5.292996782806731
-ation,90,0.125,1978,136,5.17500854112222
-ation,90,0.0625,989,112,5.14996269291276
-ation,91,1.0,15824,206,5.354463563200352
-ation,91,0.5,7912,196,5.362347465223458
-ation,91,0.25,3956,173,5.300383825386353
-ation,91,0.125,1978,145,5.253713490475083
-ation,91,0.0625,989,122,5.173246823626217
-ation,92,1.0,15824,209,5.358876010694117
-ation,92,0.5,7912,194,5.3359024716744825
-ation,92,0.25,3956,163,5.343276560968487
-ation,92,0.125,1978,145,5.297383217725367
-ation,92,0.0625,989,110,5.132515648650528
-ation,93,1.0,15824,207,5.361505497829994
-ation,93,0.5,7912,194,5.365727913187433
-ation,93,0.25,3956,164,5.377437912743451
-ation,93,0.125,1978,150,5.350495655389484
-ation,93,0.0625,989,119,5.218915900469622
-ation,94,1.0,15824,209,5.351589054303511
-ation,94,0.5,7912,197,5.371132917393841
-ation,94,0.25,3956,165,5.359550691508623
-ation,94,0.125,1978,140,5.197117541140601
-ation,94,0.0625,989,115,5.241769160964288
-ation,95,1.0,15824,208,5.378716249787268
-ation,95,0.5,7912,190,5.347336374089589
-ation,95,0.25,3956,174,5.315515110940686
-ation,95,0.125,1978,141,5.229460631503462
-ation,95,0.0625,989,117,5.06817090825954
-ation,96,1.0,15824,207,5.358546807498516
-ation,96,0.5,7912,187,5.32523122042803
-ation,96,0.25,3956,171,5.3682030815660955
-ation,96,0.125,1978,141,5.3714519839011095
-ation,96,0.0625,989,121,5.261100925307307
-ation,97,1.0,15824,208,5.400202733432892
-ation,97,0.5,7912,191,5.353505236414324
-ation,97,0.25,3956,178,5.318323727148793
-ation,97,0.125,1978,143,5.161708222978575
-ation,97,0.0625,989,114,5.172456035929
-ation,98,1.0,15824,211,5.362328576451784
-ation,98,0.5,7912,193,5.3516177857343425
-ation,98,0.25,3956,174,5.332161126237357
-ation,98,0.125,1978,141,5.222810222882807
-ation,98,0.0625,989,110,5.137064080985454
-ation,99,1.0,15824,209,5.336663642502138
-ation,99,0.5,7912,189,5.35032201302117
-ation,99,0.25,3956,171,5.30077271204542
-ation,99,0.125,1978,131,5.298049387826989
-ation,99,0.0625,989,125,5.316841504169921
-ation,100,1.0,15824,202,5.342287253734266
-ation,100,0.5,7912,189,5.328423465984298
-ation,100,0.25,3956,176,5.357771094567054
-ation,100,0.125,1978,148,5.401634826550587
-ation,100,0.0625,989,121,5.265896555178074
-ator,1,1.0,16585,113,4.776569299850312
-ator,1,0.5,8293,91,4.7422356989866605
-ator,1,0.25,4147,87,4.756381159574896
-ator,1,0.125,2074,77,4.734659962749819
-ator,1,0.0625,1037,62,4.698347801778181
-ator,2,1.0,16585,108,4.794322198952704
-ator,2,0.5,8293,97,4.76776354002419
-ator,2,0.25,4147,83,4.737136161960485
-ator,2,0.125,2074,78,4.75300216468312
-ator,2,0.0625,1037,58,4.549293577812322
-ator,3,1.0,16585,108,4.780637399693573
-ator,3,0.5,8293,106,4.7721481933118675
-ator,3,0.25,4147,89,4.7593651797006995
-ator,3,0.125,2074,80,4.833905148323719
-ator,3,0.0625,1037,70,4.769366086125639
-ator,4,1.0,16585,106,4.772871454574577
-ator,4,0.5,8293,98,4.764316097855339
-ator,4,0.25,4147,90,4.783665879036628
-ator,4,0.125,2074,77,4.75945253635424
-ator,4,0.0625,1037,67,4.795692564955687
-ator,5,1.0,16585,110,4.789031928474295
-ator,5,0.5,8293,99,4.810932996521868
-ator,5,0.25,4147,86,4.759213713456098
-ator,5,0.125,2074,79,4.78598359224294
-ator,5,0.0625,1037,63,4.696625945690599
-ator,6,1.0,16585,106,4.789921738242818
-ator,6,0.5,8293,103,4.827989031612362
-ator,6,0.25,4147,93,4.763501938279879
-ator,6,0.125,2074,80,4.789943391963248
-ator,6,0.0625,1037,61,4.666090368731087
-ator,7,1.0,16585,107,4.790091384975828
-ator,7,0.5,8293,101,4.7847926206964475
-ator,7,0.25,4147,88,4.772544984060387
-ator,7,0.125,2074,78,4.6664421998870855
-ator,7,0.0625,1037,69,4.703835740944859
-ator,8,1.0,16585,109,4.7777500918380404
-ator,8,0.5,8293,93,4.793431577046022
-ator,8,0.25,4147,88,4.777368317779011
-ator,8,0.125,2074,77,4.795673246496711
-ator,8,0.0625,1037,61,4.679775975479042
-ator,9,1.0,16585,109,4.771909867159039
-ator,9,0.5,8293,98,4.817173544877036
-ator,9,0.25,4147,85,4.771173581091396
-ator,9,0.125,2074,74,4.732332025260437
-ator,9,0.0625,1037,64,4.71286188603471
-ator,10,1.0,16585,113,4.78587367137543
-ator,10,0.5,8293,100,4.811015129952754
-ator,10,0.25,4147,83,4.781594993422965
-ator,10,0.125,2074,81,4.7944505234999415
-ator,10,0.0625,1037,64,4.651637650059513
-ator,11,1.0,16585,114,4.805496275979767
-ator,11,0.5,8293,104,4.787009309443549
-ator,11,0.25,4147,85,4.758026368103713
-ator,11,0.125,2074,83,4.758711593863013
-ator,11,0.0625,1037,64,4.66424501032958
-ator,12,1.0,16585,108,4.788402661467243
-ator,12,0.5,8293,103,4.797848975360855
-ator,12,0.25,4147,86,4.763016042714098
-ator,12,0.125,2074,81,4.7801628625483445
-ator,12,0.0625,1037,61,4.713415973882044
-ator,13,1.0,16585,109,4.794740062365459
-ator,13,0.5,8293,99,4.764743010336814
-ator,13,0.25,4147,92,4.791649488748003
-ator,13,0.125,2074,73,4.6870664393518435
-ator,13,0.0625,1037,64,4.692222739385157
-ator,14,1.0,16585,108,4.771062757874148
-ator,14,0.5,8293,102,4.794207508576464
-ator,14,0.25,4147,86,4.789231393911927
-ator,14,0.125,2074,77,4.778903636056245
-ator,14,0.0625,1037,64,4.758992690530416
-ator,15,1.0,16585,111,4.7618629949127245
-ator,15,0.5,8293,104,4.812708311155842
-ator,15,0.25,4147,88,4.8189875190497204
-ator,15,0.125,2074,79,4.773147964187094
-ator,15,0.0625,1037,66,4.794494260102996
-ator,16,1.0,16585,106,4.796020222114282
-ator,16,0.5,8293,100,4.79226454103582
-ator,16,0.25,4147,93,4.7464004311501995
-ator,16,0.125,2074,81,4.724148232628298
-ator,16,0.0625,1037,63,4.814974806802283
-ator,17,1.0,16585,106,4.776648016500196
-ator,17,0.5,8293,92,4.748023238157343
-ator,17,0.25,4147,88,4.782661652766141
-ator,17,0.125,2074,71,4.783045661312443
-ator,17,0.0625,1037,68,4.890299508955874
-ator,18,1.0,16585,110,4.770093506722566
-ator,18,0.5,8293,98,4.765833611571371
-ator,18,0.25,4147,86,4.7865075945553714
-ator,18,0.125,2074,74,4.7143266594008
-ator,18,0.0625,1037,70,4.753971080910178
-ator,19,1.0,16585,108,4.800126550664264
-ator,19,0.5,8293,94,4.792332676245452
-ator,19,0.25,4147,91,4.8134761114694
-ator,19,0.125,2074,70,4.706985757031758
-ator,19,0.0625,1037,72,4.739235145136402
-ator,20,1.0,16585,107,4.808332410711618
-ator,20,0.5,8293,99,4.771525980534468
-ator,20,0.25,4147,90,4.71903361933169
-ator,20,0.125,2074,79,4.728638749058143
-ator,20,0.0625,1037,65,4.761656065336
-ator,21,1.0,16585,108,4.79145388687411
-ator,21,0.5,8293,103,4.793794643286969
-ator,21,0.25,4147,84,4.77242498110124
-ator,21,0.125,2074,77,4.72099121433605
-ator,21,0.0625,1037,64,4.7237440487423
-ator,22,1.0,16585,108,4.784437633191539
-ator,22,0.5,8293,97,4.782221153225535
-ator,22,0.25,4147,92,4.774034954105075
-ator,22,0.125,2074,79,4.776003542596356
-ator,22,0.0625,1037,67,4.730698865701106
-ator,23,1.0,16585,110,4.802694616580104
-ator,23,0.5,8293,102,4.791448921561961
-ator,23,0.25,4147,92,4.806651450186818
-ator,23,0.125,2074,79,4.822197405213709
-ator,23,0.0625,1037,62,4.6728964448895445
-ator,24,1.0,16585,103,4.768841638046204
-ator,24,0.5,8293,99,4.764444317159108
-ator,24,0.25,4147,88,4.7241369761421605
-ator,24,0.125,2074,76,4.76098217140973
-ator,24,0.0625,1037,68,4.79186119721468
-ator,25,1.0,16585,110,4.798582628399166
-ator,25,0.5,8293,98,4.783326202884542
-ator,25,0.25,4147,85,4.757577244694297
-ator,25,0.125,2074,83,4.731525911002726
-ator,25,0.0625,1037,62,4.6989416451390085
-ator,26,1.0,16585,110,4.785950871537327
-ator,26,0.5,8293,94,4.777335113672522
-ator,26,0.25,4147,82,4.787408350249053
-ator,26,0.125,2074,77,4.753129694992442
-ator,26,0.0625,1037,64,4.7235758338626574
-ator,27,1.0,16585,110,4.784052659514541
-ator,27,0.5,8293,98,4.777027940908618
-ator,27,0.25,4147,88,4.794005280136613
-ator,27,0.125,2074,75,4.792873305733079
-ator,27,0.0625,1037,58,4.712221778025145
-ator,28,1.0,16585,112,4.784645495828873
-ator,28,0.5,8293,96,4.791554463412216
-ator,28,0.25,4147,87,4.770555739928788
-ator,28,0.125,2074,80,4.796762995838312
-ator,28,0.0625,1037,65,4.739580734084732
-ator,29,1.0,16585,108,4.787303439564221
-ator,29,0.5,8293,105,4.770116166697477
-ator,29,0.25,4147,93,4.799692957515834
-ator,29,0.125,2074,87,4.807022373500628
-ator,29,0.0625,1037,66,4.770589326849663
-ator,30,1.0,16585,104,4.779671132340741
-ator,30,0.5,8293,98,4.785294170372652
-ator,30,0.25,4147,90,4.7763043817966775
-ator,30,0.125,2074,72,4.693248078590147
-ator,30,0.0625,1037,70,4.765506077774151
-ator,31,1.0,16585,109,4.779776816234646
-ator,31,0.5,8293,101,4.79178621603455
-ator,31,0.25,4147,91,4.791314247889679
-ator,31,0.125,2074,74,4.74177649439486
-ator,31,0.0625,1037,64,4.810698037801621
-ator,32,1.0,16585,110,4.785412125127613
-ator,32,0.5,8293,104,4.76348905968415
-ator,32,0.25,4147,94,4.7746613795734945
-ator,32,0.125,2074,73,4.751281623606164
-ator,32,0.0625,1037,72,4.754516026440099
-ator,33,1.0,16585,108,4.797358093887194
-ator,33,0.5,8293,99,4.78943634111224
-ator,33,0.25,4147,88,4.768184247655277
-ator,33,0.125,2074,77,4.792357238309618
-ator,33,0.0625,1037,70,4.718637666055538
-ator,34,1.0,16585,111,4.7913260397141775
-ator,34,0.5,8293,102,4.797601770167319
-ator,34,0.25,4147,83,4.749042371722685
-ator,34,0.125,2074,75,4.7451788508377355
-ator,34,0.0625,1037,67,4.755693580315091
-ator,35,1.0,16585,114,4.775684412694533
-ator,35,0.5,8293,99,4.7728409409453105
-ator,35,0.25,4147,83,4.735452499988083
-ator,35,0.125,2074,77,4.746947609684897
-ator,35,0.0625,1037,67,4.769035959979689
-ator,36,1.0,16585,109,4.765231356540134
-ator,36,0.5,8293,100,4.765702050219537
-ator,36,0.25,4147,88,4.8107907929703915
-ator,36,0.125,2074,79,4.743354185474363
-ator,36,0.0625,1037,64,4.75286832432918
-ator,37,1.0,16585,108,4.815993875746259
-ator,37,0.5,8293,102,4.800581578437806
-ator,37,0.25,4147,82,4.718336958571276
-ator,37,0.125,2074,75,4.746485979383075
-ator,37,0.0625,1037,67,4.7396733541935525
-ator,38,1.0,16585,109,4.777478884830094
-ator,38,0.5,8293,97,4.7727017713343125
-ator,38,0.25,4147,85,4.736258797267275
-ator,38,0.125,2074,79,4.731084863434084
-ator,38,0.0625,1037,64,4.7457090244847455
-ator,39,1.0,16585,111,4.791016556472945
-ator,39,0.5,8293,105,4.772206096647952
-ator,39,0.25,4147,87,4.7973139071249715
-ator,39,0.125,2074,80,4.7287715984566026
-ator,39,0.0625,1037,66,4.751983213516836
-ator,40,1.0,16585,107,4.772368972361389
-ator,40,0.5,8293,103,4.788964259642184
-ator,40,0.25,4147,83,4.800700235604702
-ator,40,0.125,2074,79,4.819289916013399
-ator,40,0.0625,1037,60,4.691955292076789
-ator,41,1.0,16585,111,4.800248410586246
-ator,41,0.5,8293,101,4.783377325582293
-ator,41,0.25,4147,87,4.785515248101991
-ator,41,0.125,2074,70,4.715470198515275
-ator,41,0.0625,1037,70,4.709778902834149
-ator,42,1.0,16585,113,4.802371784597071
-ator,42,0.5,8293,99,4.802032191081065
-ator,42,0.25,4147,88,4.79677755987966
-ator,42,0.125,2074,74,4.76825508657305
-ator,42,0.0625,1037,67,4.794430059113878
-ator,43,1.0,16585,109,4.7807494736362335
-ator,43,0.5,8293,99,4.800188858823685
-ator,43,0.25,4147,88,4.785574549828457
-ator,43,0.125,2074,78,4.7648495675408356
-ator,43,0.0625,1037,64,4.8395108104830715
-ator,44,1.0,16585,109,4.788482096925606
-ator,44,0.5,8293,96,4.767318860644897
-ator,44,0.25,4147,88,4.816907927710725
-ator,44,0.125,2074,84,4.809963516306659
-ator,44,0.0625,1037,68,4.735475572969181
-ator,45,1.0,16585,107,4.761293436403889
-ator,45,0.5,8293,108,4.783960379340651
-ator,45,0.25,4147,85,4.761983194130641
-ator,45,0.125,2074,75,4.732245684546201
-ator,45,0.0625,1037,63,4.716207112087369
-ator,46,1.0,16585,101,4.769035689708534
-ator,46,0.5,8293,101,4.771642769283413
-ator,46,0.25,4147,85,4.8073412257923
-ator,46,0.125,2074,71,4.748535641066518
-ator,46,0.0625,1037,65,4.722857857386635
-ator,47,1.0,16585,109,4.7881069155060745
-ator,47,0.5,8293,102,4.757297472865691
-ator,47,0.25,4147,90,4.7898605499625155
-ator,47,0.125,2074,79,4.7863430193713326
-ator,47,0.0625,1037,61,4.596452060845703
-ator,48,1.0,16585,109,4.784034420001916
-ator,48,0.5,8293,97,4.7865753885660975
-ator,48,0.25,4147,94,4.829222117554022
-ator,48,0.125,2074,81,4.767976107229492
-ator,48,0.0625,1037,62,4.691859868557626
-ator,49,1.0,16585,107,4.764668738248192
-ator,49,0.5,8293,101,4.802953873590881
-ator,49,0.25,4147,89,4.780908280983687
-ator,49,0.125,2074,77,4.774345241316996
-ator,49,0.0625,1037,61,4.673719550607397
-ator,50,1.0,16585,106,4.787480072593971
-ator,50,0.5,8293,95,4.7637435147580875
-ator,50,0.25,4147,90,4.789275053396774
-ator,50,0.125,2074,77,4.76799750883499
-ator,50,0.0625,1037,70,4.828412994430136
-ator,51,1.0,16585,110,4.781101307160146
-ator,51,0.5,8293,103,4.7724294149617394
-ator,51,0.25,4147,88,4.7588424458494885
-ator,51,0.125,2074,75,4.77953797411258
-ator,51,0.0625,1037,59,4.666197406625401
-ator,52,1.0,16585,108,4.760255559071304
-ator,52,0.5,8293,103,4.808669297419193
-ator,52,0.25,4147,80,4.741322479949478
-ator,52,0.125,2074,78,4.704984706854953
-ator,52,0.0625,1037,66,4.678670391663589
-ator,53,1.0,16585,113,4.804829178888549
-ator,53,0.5,8293,95,4.774884429006686
-ator,53,0.25,4147,93,4.758044419235281
-ator,53,0.125,2074,77,4.700355711723679
-ator,53,0.0625,1037,70,4.743944189627009
-ator,54,1.0,16585,103,4.7947975815178365
-ator,54,0.5,8293,95,4.765086141428395
-ator,54,0.25,4147,88,4.775779914114431
-ator,54,0.125,2074,78,4.76524058195494
-ator,54,0.0625,1037,65,4.658496264967073
-ator,55,1.0,16585,110,4.779897715936595
-ator,55,0.5,8293,103,4.759504459856891
-ator,55,0.25,4147,85,4.7693882001783345
-ator,55,0.125,2074,76,4.815349918364598
-ator,55,0.0625,1037,65,4.651349106816707
-ator,56,1.0,16585,114,4.791368303497838
-ator,56,0.5,8293,103,4.81949329230394
-ator,56,0.25,4147,95,4.831324402968527
-ator,56,0.125,2074,73,4.715808992510273
-ator,56,0.0625,1037,69,4.713843379409696
-ator,57,1.0,16585,110,4.783129742187568
-ator,57,0.5,8293,98,4.762689941637742
-ator,57,0.25,4147,86,4.7653899316630115
-ator,57,0.125,2074,78,4.730020687418974
-ator,57,0.0625,1037,64,4.718219974630773
-ator,58,1.0,16585,110,4.770833402498379
-ator,58,0.5,8293,95,4.742923427591967
-ator,58,0.25,4147,89,4.793169540435367
-ator,58,0.125,2074,80,4.7098104062234905
-ator,58,0.0625,1037,67,4.729621442535307
-ator,59,1.0,16585,107,4.784285017257898
-ator,59,0.5,8293,99,4.755626969043481
-ator,59,0.25,4147,92,4.763938446796576
-ator,59,0.125,2074,77,4.760983753246227
-ator,59,0.0625,1037,68,4.784575452017986
-ator,60,1.0,16585,113,4.792615569777292
-ator,60,0.5,8293,98,4.751675570343538
-ator,60,0.25,4147,87,4.787302216693861
-ator,60,0.125,2074,74,4.778282828470779
-ator,60,0.0625,1037,65,4.830200456755002
-ator,61,1.0,16585,110,4.791294125418955
-ator,61,0.5,8293,95,4.754531049546191
-ator,61,0.25,4147,88,4.761706990961268
-ator,61,0.125,2074,72,4.6756394341885334
-ator,61,0.0625,1037,65,4.730996877561898
-ator,62,1.0,16585,108,4.7923036740815075
-ator,62,0.5,8293,104,4.786119661189978
-ator,62,0.25,4147,88,4.755251966598511
-ator,62,0.125,2074,72,4.795876432982681
-ator,62,0.0625,1037,71,4.780484545245572
-ator,63,1.0,16585,112,4.787882893700813
-ator,63,0.5,8293,103,4.781229195754392
-ator,63,0.25,4147,88,4.764369473128034
-ator,63,0.125,2074,75,4.6803715442524085
-ator,63,0.0625,1037,68,4.689653727173264
-ator,64,1.0,16585,108,4.781578492380705
-ator,64,0.5,8293,97,4.813672841136275
-ator,64,0.25,4147,91,4.844662781443992
-ator,64,0.125,2074,80,4.764352416286227
-ator,64,0.0625,1037,66,4.825584983315241
-ator,65,1.0,16585,114,4.796870718261031
-ator,65,0.5,8293,100,4.784411084301371
-ator,65,0.25,4147,92,4.731621469305176
-ator,65,0.125,2074,82,4.782904664984656
-ator,65,0.0625,1037,72,4.829241599098252
-ator,66,1.0,16585,110,4.8095022224587405
-ator,66,0.5,8293,98,4.77383002134325
-ator,66,0.25,4147,91,4.795084136404365
-ator,66,0.125,2074,78,4.727210009980348
-ator,66,0.0625,1037,68,4.779872180805142
-ator,67,1.0,16585,108,4.7779874660282236
-ator,67,0.5,8293,102,4.777710798890583
-ator,67,0.25,4147,90,4.766524580472555
-ator,67,0.125,2074,74,4.797616600484188
-ator,67,0.0625,1037,63,4.624597097065556
-ator,68,1.0,16585,111,4.782378603566621
-ator,68,0.5,8293,98,4.780056910417329
-ator,68,0.25,4147,89,4.776541520033349
-ator,68,0.125,2074,76,4.808118838791833
-ator,68,0.0625,1037,64,4.694063317531302
-ator,69,1.0,16585,113,4.786884231830026
-ator,69,0.5,8293,100,4.748954588429019
-ator,69,0.25,4147,83,4.730260237642156
-ator,69,0.125,2074,76,4.7964091889275995
-ator,69,0.0625,1037,58,4.683388930112021
-ator,70,1.0,16585,111,4.798221779615079
-ator,70,0.5,8293,98,4.800073357338187
-ator,70,0.25,4147,90,4.796201124507362
-ator,70,0.125,2074,72,4.688680207643301
-ator,70,0.0625,1037,63,4.634866694262905
-ator,71,1.0,16585,114,4.813908461073291
-ator,71,0.5,8293,103,4.769125250155308
-ator,71,0.25,4147,93,4.788282043156157
-ator,71,0.125,2074,82,4.814509124919239
-ator,71,0.0625,1037,66,4.758752267150097
-ator,72,1.0,16585,109,4.808555652437216
-ator,72,0.5,8293,103,4.791051126581974
-ator,72,0.25,4147,85,4.757751325924965
-ator,72,0.125,2074,75,4.759804809688632
-ator,72,0.0625,1037,64,4.698550450447678
-ator,73,1.0,16585,109,4.793929344740939
-ator,73,0.5,8293,96,4.806017838065941
-ator,73,0.25,4147,84,4.733119878317721
-ator,73,0.125,2074,74,4.756779480071797
-ator,73,0.0625,1037,69,4.769840800063648
-ator,74,1.0,16585,107,4.781545831450477
-ator,74,0.5,8293,97,4.809752435962841
-ator,74,0.25,4147,90,4.784015387986951
-ator,74,0.125,2074,78,4.836594926314159
-ator,74,0.0625,1037,68,4.7731321378660585
-ator,75,1.0,16585,106,4.803622518828884
-ator,75,0.5,8293,96,4.78047121740609
-ator,75,0.25,4147,91,4.7884542523747555
-ator,75,0.125,2074,81,4.790043974769499
-ator,75,0.0625,1037,65,4.669465037958328
-ator,76,1.0,16585,106,4.7798299047082375
-ator,76,0.5,8293,104,4.781737543669264
-ator,76,0.25,4147,89,4.806098734871817
-ator,76,0.125,2074,77,4.803471060073614
-ator,76,0.0625,1037,62,4.692994360317729
-ator,77,1.0,16585,107,4.800778691475746
-ator,77,0.5,8293,99,4.796137671090328
-ator,77,0.25,4147,90,4.7334402984591435
-ator,77,0.125,2074,72,4.697081738387497
-ator,77,0.0625,1037,63,4.697509777123763
-ator,78,1.0,16585,108,4.789929451336874
-ator,78,0.5,8293,99,4.79337090996941
-ator,78,0.25,4147,83,4.774072893525685
-ator,78,0.125,2074,83,4.779161120669711
-ator,78,0.0625,1037,63,4.730681437904706
-ator,79,1.0,16585,110,4.811473529074156
-ator,79,0.5,8293,96,4.770166237477077
-ator,79,0.25,4147,88,4.750896992342669
-ator,79,0.125,2074,80,4.799091685905318
-ator,79,0.0625,1037,62,4.653056345637539
-ator,80,1.0,16585,109,4.79143470843361
-ator,80,0.5,8293,100,4.74951738750693
-ator,80,0.25,4147,85,4.729107641446671
-ator,80,0.125,2074,73,4.763661924987537
-ator,80,0.0625,1037,64,4.753034062126139
-ator,81,1.0,16585,109,4.800761906960171
-ator,81,0.5,8293,99,4.768827255272572
-ator,81,0.25,4147,93,4.7895311380231504
-ator,81,0.125,2074,75,4.727335942278725
-ator,81,0.0625,1037,64,4.7497814676564
-ator,82,1.0,16585,112,4.788384989992497
-ator,82,0.5,8293,92,4.7622505368577235
-ator,82,0.25,4147,93,4.79396075158091
-ator,82,0.125,2074,78,4.774127178824576
-ator,82,0.0625,1037,65,4.756708176690759
-ator,83,1.0,16585,110,4.803845669380732
-ator,83,0.5,8293,99,4.796395178995739
-ator,83,0.25,4147,91,4.812939989453588
-ator,83,0.125,2074,78,4.748080780944092
-ator,83,0.0625,1037,65,4.696177212096633
-ator,84,1.0,16585,113,4.782211524984577
-ator,84,0.5,8293,105,4.747154567786222
-ator,84,0.25,4147,92,4.768074041664791
-ator,84,0.125,2074,76,4.733049476928875
-ator,84,0.0625,1037,61,4.696467607530608
-ator,85,1.0,16585,108,4.751689591701187
-ator,85,0.5,8293,104,4.784097618519847
-ator,85,0.25,4147,86,4.752732758921012
-ator,85,0.125,2074,80,4.804102152077508
-ator,85,0.0625,1037,69,4.815814618317038
-ator,86,1.0,16585,108,4.79024699678718
-ator,86,0.5,8293,97,4.757339223426467
-ator,86,0.25,4147,86,4.754013389086068
-ator,86,0.125,2074,81,4.7966668012024245
-ator,86,0.0625,1037,68,4.75754426024531
-ator,87,1.0,16585,110,4.761305823248218
-ator,87,0.5,8293,102,4.792145490249217
-ator,87,0.25,4147,86,4.730077113801287
-ator,87,0.125,2074,75,4.764307908148131
-ator,87,0.0625,1037,69,4.665329749652287
-ator,88,1.0,16585,111,4.7742954984247845
-ator,88,0.5,8293,93,4.809830225491468
-ator,88,0.25,4147,92,4.831062730508509
-ator,88,0.125,2074,78,4.725472787126035
-ator,88,0.0625,1037,65,4.753172371912609
-ator,89,1.0,16585,109,4.797575531944547
-ator,89,0.5,8293,102,4.798108928128723
-ator,89,0.25,4147,85,4.8334789632715
-ator,89,0.125,2074,81,4.799942861405486
-ator,89,0.0625,1037,73,4.802096518668004
-ator,90,1.0,16585,108,4.77080830257881
-ator,90,0.5,8293,99,4.738071614843879
-ator,90,0.25,4147,88,4.752825217061509
-ator,90,0.125,2074,75,4.7493587722056345
-ator,90,0.0625,1037,67,4.782653288050889
-ator,91,1.0,16585,108,4.782757560838162
-ator,91,0.5,8293,99,4.801402465269152
-ator,91,0.25,4147,92,4.82780510612843
-ator,91,0.125,2074,75,4.69729862938864
-ator,91,0.0625,1037,60,4.629541005835736
-ator,92,1.0,16585,110,4.808896395035627
-ator,92,0.5,8293,105,4.818903448266202
-ator,92,0.25,4147,92,4.783460719956603
-ator,92,0.125,2074,72,4.7541738919727266
-ator,92,0.0625,1037,66,4.676141052136208
-ator,93,1.0,16585,108,4.807987745045943
-ator,93,0.5,8293,101,4.782659290457165
-ator,93,0.25,4147,91,4.7942164072552735
-ator,93,0.125,2074,78,4.763595920380969
-ator,93,0.0625,1037,68,4.708023827335121
-ator,94,1.0,16585,104,4.783458842992084
-ator,94,0.5,8293,97,4.759359254942491
-ator,94,0.25,4147,90,4.7549553616755125
-ator,94,0.125,2074,75,4.747005456217594
-ator,94,0.0625,1037,71,4.7881698009294
-ator,95,1.0,16585,111,4.791939587052366
-ator,95,0.5,8293,98,4.790089353143145
-ator,95,0.25,4147,86,4.784021654718168
-ator,95,0.125,2074,75,4.777119088642313
-ator,95,0.0625,1037,68,4.699115539649631
-ator,96,1.0,16585,110,4.784479233928617
-ator,96,0.5,8293,101,4.8099657837517364
-ator,96,0.25,4147,89,4.780085106252953
-ator,96,0.125,2074,79,4.8147864425330456
-ator,96,0.0625,1037,69,4.776472982540817
-ator,97,1.0,16585,107,4.777005166093639
-ator,97,0.5,8293,99,4.779247541221604
-ator,97,0.25,4147,83,4.743604756830397
-ator,97,0.125,2074,77,4.716125542916448
-ator,97,0.0625,1037,65,4.655140678988241
-ator,98,1.0,16585,111,4.806158023774433
-ator,98,0.5,8293,102,4.817790183765141
-ator,98,0.25,4147,86,4.739029156615945
-ator,98,0.125,2074,76,4.755556748166461
