sfx,iter,period,factor,sample_size,n_types,entropy
heit,46,1750-1849,0.125,18,13,3.5724312513221204
heit,46,1750-1849,0.0625,9,5,2.1132833342948754
heit,47,1750-1849,1.0,138,33,3.9992296896391983
heit,47,1750-1849,0.5,69,20,3.8205927852834543
heit,47,1750-1849,0.25,35,18,3.864578373902384
heit,47,1750-1849,0.125,18,14,3.683542362433231
heit,47,1750-1849,0.0625,9,8,2.9477027792200907
heit,48,1750-1849,1.0,138,30,4.045322175741834
heit,48,1750-1849,0.5,69,25,4.144210090685788
heit,48,1750-1849,0.25,35,19,3.6384027464482798
heit,48,1750-1849,0.125,18,12,3.30272275286249
heit,48,1750-1849,0.0625,9,7,2.7254805569978684
heit,49,1750-1849,1.0,138,33,4.278203055390754
heit,49,1750-1849,0.5,69,22,3.7645915692234664
heit,49,1750-1849,0.25,35,17,3.6011703467917084
heit,49,1750-1849,0.125,18,14,3.683542362433231
heit,49,1750-1849,0.0625,9,7,2.7254805569978684
heit,50,1750-1849,1.0,138,31,4.3034246141902
heit,50,1750-1849,0.5,69,23,3.983378929983749
heit,50,1750-1849,0.25,35,18,3.807435516759526
heit,50,1750-1849,0.125,18,13,3.5032583347756465
heit,50,1750-1849,0.0625,9,8,2.9477027792200907
heit,51,1750-1849,1.0,138,34,4.463124699278928
heit,51,1750-1849,0.5,69,22,3.9845064673719643
heit,51,1750-1849,0.25,35,18,3.9432894453927685
heit,51,1750-1849,0.125,18,12,3.419381945646372
heit,51,1750-1849,0.0625,9,4,1.4466166676282084
heit,52,1750-1849,1.0,138,30,4.042748167883618
heit,52,1750-1849,0.5,69,31,4.4555518125997455
heit,52,1750-1849,0.25,35,19,3.965595703996379
heit,52,1750-1849,0.125,18,12,3.3774437510817346
heit,52,1750-1849,0.0625,9,7,2.7254805569978684
heit,53,1750-1849,1.0,138,34,4.414333235027702
heit,53,1750-1849,0.5,69,21,3.7963642262901223
heit,53,1750-1849,0.25,35,20,4.114718016821341
heit,53,1750-1849,0.125,18,13,3.5032583347756465
heit,53,1750-1849,0.0625,9,6,2.503258334775646
heit,54,1750-1849,1.0,138,29,4.126215720019551
heit,54,1750-1849,0.5,69,28,4.1482580659639465
heit,54,1750-1849,0.25,35,18,3.771860873964197
heit,54,1750-1849,0.125,18,10,2.8799649487271113
heit,54,1750-1849,0.0625,9,9,3.1699250014423126
heit,55,1750-1849,1.0,138,30,3.9225877760756562
heit,55,1750-1849,0.5,69,22,3.636807872038315
heit,55,1750-1849,0.25,35,16,3.4972997175517166
heit,55,1750-1849,0.125,18,11,3.1699250014423126
heit,55,1750-1849,0.0625,9,6,2.503258334775646
heit,56,1750-1849,1.0,138,30,3.928580103810489
heit,56,1750-1849,0.5,69,28,4.173782254985287
heit,56,1750-1849,0.25,35,16,3.573895534152188
heit,56,1750-1849,0.125,18,10,2.8140154482997177
heit,56,1750-1849,0.0625,9,7,2.7254805569978684
heit,57,1750-1849,1.0,138,30,4.07126954065873
heit,57,1750-1849,0.5,69,28,4.280859815425683
heit,57,1750-1849,0.25,35,15,3.5357276594930425
heit,57,1750-1849,0.125,18,14,3.7254805569978684
heit,57,1750-1849,0.0625,9,8,2.9477027792200907
heit,58,1750-1849,1.0,138,34,4.407825093087271
heit,58,1750-1849,0.5,69,24,3.9734039852933574
heit,58,1750-1849,0.25,35,17,3.641915690917254
heit,58,1750-1849,0.125,18,8,2.6416041678685938
heit,58,1750-1849,0.0625,9,7,2.641604167868594
heit,59,1750-1849,1.0,138,29,4.225080699123698
heit,59,1750-1849,0.5,69,25,3.977489481337855
heit,59,1750-1849,0.25,35,15,3.6395982887330347
heit,59,1750-1849,0.125,18,14,3.7254805569978684
heit,59,1750-1849,0.0625,9,7,2.7254805569978684
heit,60,1750-1849,1.0,138,31,3.980587328443206
heit,60,1750-1849,0.5,69,28,4.182441792208525
heit,60,1750-1849,0.25,35,16,3.597121505360957
heit,60,1750-1849,0.125,18,11,3.1916116417513782
heit,60,1750-1849,0.0625,9,6,2.419381945646372
heit,61,1750-1849,1.0,138,36,4.4681766804662475
heit,61,1750-1849,0.5,69,22,3.699095910352114
heit,61,1750-1849,0.25,35,21,4.171860873964197
heit,61,1750-1849,0.125,18,13,3.530493056757483
heit,61,1750-1849,0.0625,9,5,2.0588138903312014
heit,62,1750-1849,1.0,138,33,4.23131294010991
heit,62,1750-1849,0.5,69,25,3.9063142681471152
heit,62,1750-1849,0.25,35,21,3.8861465882499115
heit,62,1750-1849,0.125,18,9,2.702904337188607
heit,62,1750-1849,0.0625,9,8,2.9477027792200907
heit,63,1750-1849,1.0,138,32,4.118286642445211
heit,63,1750-1849,0.5,69,21,3.5649045291792283
heit,63,1750-1849,0.25,35,12,3.046601502956935
heit,63,1750-1849,0.125,18,12,3.3502090290998976
heit,63,1750-1849,0.0625,9,7,2.641604167868594
heit,64,1750-1849,1.0,138,27,3.977212336501369
heit,64,1750-1849,0.5,69,23,4.152702581407865
heit,64,1750-1849,0.25,35,18,3.7362862311688674
heit,64,1750-1849,0.125,18,13,3.5724312513221204
heit,64,1750-1849,0.0625,9,5,2.1971597234241496
heit,65,1750-1849,1.0,138,31,4.124023702092873
heit,65,1750-1849,0.5,69,29,4.345267168042691
heit,65,1750-1849,0.25,35,16,3.539240603962017
heit,65,1750-1849,0.125,18,12,3.461320140211009
heit,65,1750-1849,0.0625,9,9,3.1699250014423126
heit,66,1750-1849,1.0,138,34,4.180940520412369
heit,66,1750-1849,0.5,69,25,4.255041624721202
heit,66,1750-1849,0.25,35,19,3.9357276594930424
heit,66,1750-1849,0.125,18,10,3.03856233607563
heit,66,1750-1849,0.0625,9,7,2.641604167868594
heit,67,1750-1849,1.0,138,33,4.276047688748562
heit,67,1750-1849,0.5,69,23,3.885374508175286
heit,67,1750-1849,0.25,35,17,3.7573969474877233
heit,67,1750-1849,0.125,18,11,3.0805005306402675
heit,67,1750-1849,0.0625,9,8,2.9477027792200907
heit,68,1750-1849,1.0,138,35,4.216897125439971
heit,68,1750-1849,0.5,69,25,4.03842950658656
heit,68,1750-1849,0.25,35,16,3.68273471742809
heit,68,1750-1849,0.125,18,11,3.0860486123130384
heit,68,1750-1849,0.0625,9,8,2.9477027792200907
heit,69,1750-1849,1.0,138,34,4.224251479931903
heit,69,1750-1849,0.5,69,28,4.33782785526041
heit,69,1750-1849,0.25,35,18,3.7602502466337198
heit,69,1750-1849,0.125,18,9,2.885513030399882
heit,69,1750-1849,0.0625,9,8,2.9477027792200907
heit,70,1750-1849,1.0,138,31,3.9680065947412984
heit,70,1750-1849,0.5,69,24,3.9285694355860987
heit,70,1750-1849,0.25,35,16,3.3567373021647455
heit,70,1750-1849,0.125,18,10,3.1552215288595122
heit,70,1750-1849,0.0625,9,8,2.9477027792200907
heit,71,1750-1849,1.0,138,32,4.248092599800298
heit,71,1750-1849,0.5,69,24,4.0163270809119656
heit,71,1750-1849,0.25,35,17,3.6758325768513425
heit,71,1750-1849,0.125,18,10,3.0588138903312014
heit,71,1750-1849,0.0625,9,5,1.8799649487271113
heit,72,1750-1849,1.0,138,35,4.239411677507609
heit,72,1750-1849,0.5,69,21,3.8407322551107055
heit,72,1750-1849,0.25,35,19,3.8785848023501854
heit,72,1750-1849,0.125,18,12,3.419381945646372
heit,72,1750-1849,0.0625,9,9,3.1699250014423126
heit,73,1750-1849,1.0,138,36,4.508846247431139
heit,73,1750-1849,0.5,69,21,3.771736046880448
heit,73,1750-1849,0.25,35,18,3.61988526199324
heit,73,1750-1849,0.125,18,11,3.2390979179887864
heit,73,1750-1849,0.0625,9,6,2.419381945646372
heit,74,1750-1849,1.0,138,32,4.084876553994887
heit,74,1750-1849,0.5,69,28,4.154397322154477
heit,74,1750-1849,0.25,35,19,3.9975790033896295
heit,74,1750-1849,0.125,18,11,3.2390979179887864
heit,74,1750-1849,0.0625,9,6,2.419381945646372
heit,75,1750-1849,1.0,138,30,4.077182054569745
heit,75,1750-1849,0.5,69,25,4.033172279015343
heit,75,1750-1849,0.25,35,19,3.976010789042101
heit,75,1750-1849,0.125,18,11,3.2390979179887864
heit,75,1750-1849,0.0625,9,8,2.9477027792200907
heit,76,1750-1849,1.0,138,36,4.325228721668372
heit,76,1750-1849,0.5,69,26,4.26925104488564
heit,76,1750-1849,0.25,35,17,3.7398775745709476
heit,76,1750-1849,0.125,18,13,3.461320140211009
heit,76,1750-1849,0.0625,9,8,2.9477027792200907
heit,77,1750-1849,1.0,138,32,4.326958609707023
heit,77,1750-1849,0.5,69,27,4.158359965836317
heit,77,1750-1849,0.25,35,16,3.5497340879408443
heit,77,1750-1849,0.125,18,11,3.1916116417513782
heit,77,1750-1849,0.0625,9,5,2.1132833342948754
heit,78,1750-1849,1.0,138,34,4.038175831112591
heit,78,1750-1849,0.5,69,30,4.428954668199463
heit,78,1750-1849,0.25,35,17,3.7002540903448664
heit,78,1750-1849,0.125,18,10,3.1699250014423126
heit,78,1750-1849,0.0625,9,8,2.9477027792200907
heit,79,1750-1849,1.0,138,35,4.252839859988282
heit,79,1750-1849,0.5,69,20,3.6091421988228314
heit,79,1750-1849,0.25,35,21,4.058313203934565
heit,79,1750-1849,0.125,18,11,3.2390979179887864
heit,79,1750-1849,0.0625,9,7,2.641604167868594
heit,80,1750-1849,1.0,138,33,4.139783267794497
heit,80,1750-1849,0.5,69,21,3.9024541629478953
heit,80,1750-1849,0.25,35,19,3.968449003142376
heit,80,1750-1849,0.125,18,9,2.66329080817766
heit,80,1750-1849,0.0625,9,8,2.9477027792200907
heit,81,1750-1849,1.0,138,34,4.457634336703575
heit,81,1750-1849,0.5,69,18,3.489820566517132
heit,81,1750-1849,0.25,35,15,3.5432894453927686
heit,81,1750-1849,0.125,18,13,3.5724312513221204
heit,81,1750-1849,0.0625,9,7,2.7254805569978684
heit,82,1750-1849,1.0,138,31,4.184893838104717
heit,82,1750-1849,0.5,69,25,4.157059909244568
heit,82,1750-1849,0.25,35,19,3.771860873964197
heit,82,1750-1849,0.125,18,10,2.9966241415109933
heit,82,1750-1849,0.0625,9,5,2.1132833342948754
heit,83,1750-1849,1.0,138,36,4.367536107388565
heit,83,1750-1849,0.5,69,26,4.018248922871385
heit,83,1750-1849,0.25,35,16,3.679143374026011
heit,83,1750-1849,0.125,18,14,3.6143694458867577
heit,83,1750-1849,0.0625,9,7,2.7254805569978684
heit,84,1750-1849,1.0,138,31,4.182835607747127
heit,84,1750-1849,0.5,69,25,4.057253568946657
heit,84,1750-1849,0.25,35,17,3.633153646184959
heit,84,1750-1849,0.125,18,12,3.2607845582978525
heit,84,1750-1849,0.0625,9,9,3.1699250014423126
heit,85,1750-1849,1.0,138,26,3.708055413422788
heit,85,1750-1849,0.5,69,24,3.9732720671067443
heit,85,1750-1849,0.25,35,16,3.4972997175517166
heit,85,1750-1849,0.125,18,12,3.461320140211009
heit,85,1750-1849,0.0625,9,7,2.7254805569978684
heit,86,1750-1849,1.0,138,31,4.244904032941967
heit,86,1750-1849,0.5,69,26,4.1142835462470835
heit,86,1750-1849,0.25,35,19,3.8605295324716327
heit,86,1750-1849,0.125,18,9,3.044110417748401
heit,86,1750-1849,0.0625,9,7,2.641604167868594
heit,87,1750-1849,1.0,138,30,4.108885184926262
heit,87,1750-1849,0.5,69,27,4.195288681874621
heit,87,1750-1849,0.25,35,19,3.976010789042101
heit,87,1750-1849,0.125,18,12,3.2607845582978525
heit,87,1750-1849,0.0625,9,7,2.641604167868594
heit,88,1750-1849,1.0,138,31,4.203238280827829
heit,88,1750-1849,0.5,69,21,3.727310507157906
heit,88,1750-1849,0.25,35,16,3.5632046194268696
heit,88,1750-1849,0.125,18,9,2.9329993066372904
heit,88,1750-1849,0.0625,9,7,2.641604167868594
heit,89,1750-1849,1.0,138,32,4.09929611217724
heit,89,1750-1849,0.5,69,24,4.028035997482839
heit,89,1750-1849,0.25,35,17,3.5847728337743976
heit,89,1750-1849,0.125,18,12,3.461320140211009
heit,89,1750-1849,0.0625,9,9,3.1699250014423126
heit,90,1750-1849,1.0,138,34,4.313656499281785
heit,90,1750-1849,0.5,69,29,4.287083866771639
heit,90,1750-1849,0.25,35,14,3.532874360347046
heit,90,1750-1849,0.125,18,12,3.461320140211009
heit,90,1750-1849,0.0625,9,7,2.7254805569978684
heit,91,1750-1849,1.0,138,34,4.132631978505751
heit,91,1750-1849,0.5,69,26,4.023072771594763
heit,91,1750-1849,0.25,35,16,3.4624631190124706
heit,91,1750-1849,0.125,18,10,3.1699250014423126
heit,91,1750-1849,0.0625,9,5,2.1971597234241496
heit,92,1750-1849,1.0,138,31,4.25401374090287
heit,92,1750-1849,0.5,69,22,3.8747908821842025
heit,92,1750-1849,0.25,35,13,3.1196059761553276
heit,92,1750-1849,0.125,18,12,3.419381945646372
heit,92,1750-1849,0.0625,9,8,2.9477027792200907
heit,93,1750-1849,1.0,138,33,4.34879905227218
heit,93,1750-1849,0.5,69,26,3.9605068923454922
heit,93,1750-1849,0.25,35,19,3.7941671325678077
heit,93,1750-1849,0.125,18,11,3.1916116417513782
heit,93,1750-1849,0.0625,9,6,2.419381945646372
heit,94,1750-1849,1.0,138,31,4.07800153512923
heit,94,1750-1849,0.5,69,26,4.070794617153129
heit,94,1750-1849,0.25,35,21,4.101449632629621
heit,94,1750-1849,0.125,18,10,2.9693894195291564
heit,94,1750-1849,0.0625,9,7,2.7254805569978684
heit,95,1750-1849,1.0,138,32,4.2824334704548885
heit,95,1750-1849,0.5,69,25,3.941523826739448
heit,95,1750-1849,0.25,35,16,3.554442574694574
heit,95,1750-1849,0.125,18,12,3.419381945646372
heit,95,1750-1849,0.0625,9,6,2.419381945646372
heit,96,1750-1849,1.0,138,31,4.187879320769216
heit,96,1750-1849,0.5,69,27,4.298468616349458
heit,96,1750-1849,0.25,35,22,4.11471801682134
heit,96,1750-1849,0.125,18,9,2.858278308418045
heit,96,1750-1849,0.0625,9,9,3.1699250014423126
heit,97,1750-1849,1.0,138,31,3.9916852063371766
heit,97,1750-1849,0.5,69,23,3.975185913647185
heit,97,1750-1849,0.25,35,12,3.131678818062291
heit,97,1750-1849,0.125,18,11,3.3082708345352603
heit,97,1750-1849,0.0625,9,8,2.9477027792200907
heit,98,1750-1849,1.0,138,33,4.34155390181283
heit,98,1750-1849,0.5,69,20,3.6317717365366393
heit,98,1750-1849,0.25,35,14,3.3095520320389387
heit,98,1750-1849,0.125,18,13,3.5724312513221204
heit,98,1750-1849,0.0625,9,7,2.641604167868594
heit,99,1750-1849,1.0,138,29,4.083726256964989
heit,99,1750-1849,0.5,69,24,3.90805642892618
heit,99,1750-1849,0.25,35,18,3.7398775745709467
heit,99,1750-1849,0.125,18,13,3.5724312513221204
heit,99,1750-1849,0.0625,9,7,2.7254805569978684
heit,100,1750-1849,1.0,138,34,4.3094795809359905
heit,100,1750-1849,0.5,69,22,3.9237285256197865
heit,100,1750-1849,0.25,35,15,3.3103290661036215
heit,100,1750-1849,0.125,18,14,3.7254805569978684
heit,100,1750-1849,0.0625,9,7,2.641604167868594
heit,1,1850-1914,1.0,58,25,4.07751589522129
heit,1,1850-1914,0.5,29,13,3.5090356337908903
heit,1,1850-1914,0.25,15,12,3.506890595608519
heit,1,1850-1914,0.125,8,6,2.4056390622295667
heit,1,1850-1914,0.0625,4,3,1.5
heit,2,1850-1914,1.0,58,20,4.00241359956237
heit,2,1850-1914,0.5,29,14,3.58144478793261
heit,2,1850-1914,0.25,15,9,3.056564762130954
heit,2,1850-1914,0.125,8,7,2.75
heit,2,1850-1914,0.0625,4,2,1.0
heit,3,1850-1914,1.0,58,20,4.046624960197199
heit,3,1850-1914,0.5,29,17,3.7814540658560674
heit,3,1850-1914,0.25,15,7,2.5492553971685
heit,3,1850-1914,0.125,8,8,3.0
heit,3,1850-1914,0.0625,4,4,2.0
heit,4,1850-1914,1.0,58,23,4.073674196488116
heit,4,1850-1914,0.5,29,16,3.6933452188924916
heit,4,1850-1914,0.25,15,9,2.8159220638351665
heit,4,1850-1914,0.125,8,6,2.4056390622295667
heit,4,1850-1914,0.0625,4,4,2.0
heit,5,1850-1914,1.0,58,21,3.9679308409416802
heit,5,1850-1914,0.5,29,17,3.8664331502253835
heit,5,1850-1914,0.25,15,11,3.323231428797621
heit,5,1850-1914,0.125,8,7,2.75
heit,5,1850-1914,0.0625,4,3,1.5
heit,6,1850-1914,1.0,58,25,4.225516541884453
heit,6,1850-1914,0.5,29,17,3.572318494605355
heit,6,1850-1914,0.25,15,10,2.9995812306460645
heit,6,1850-1914,0.125,8,5,2.0
heit,6,1850-1914,0.0625,4,3,1.5
heit,7,1850-1914,1.0,58,22,4.120551685935037
heit,7,1850-1914,0.5,29,14,3.4955749604956083
heit,7,1850-1914,0.25,15,10,3.1068905956085193
heit,7,1850-1914,0.125,8,8,3.0
heit,7,1850-1914,0.0625,4,3,1.5
heit,8,1850-1914,1.0,58,23,4.002413599562369
heit,8,1850-1914,0.5,29,14,3.3281696855896303
heit,8,1850-1914,0.25,15,9,2.866247897312731
heit,8,1850-1914,0.125,8,5,2.1556390622295667
heit,8,1850-1914,0.0625,4,3,1.5
heit,9,1850-1914,1.0,58,21,3.9683289027745126
heit,9,1850-1914,0.5,29,17,3.740519893176996
heit,9,1850-1914,0.25,15,11,3.240223928941852
heit,9,1850-1914,0.125,8,6,2.5
heit,9,1850-1914,0.0625,4,4,2.0
heit,10,1850-1914,1.0,58,20,3.739566832358292
heit,10,1850-1914,0.5,29,14,3.507592737929979
heit,10,1850-1914,0.25,15,8,2.6062389286533896
heit,10,1850-1914,0.125,8,6,2.5
heit,10,1850-1914,0.0625,4,3,1.5
heit,11,1850-1914,1.0,58,24,4.254641021684624
heit,11,1850-1914,0.5,29,16,3.671554375935617
heit,11,1850-1914,0.25,15,10,3.139572261986723
heit,11,1850-1914,0.125,8,6,2.4056390622295667
heit,11,1850-1914,0.0625,4,4,2.0
heit,12,1850-1914,1.0,58,20,3.9778522664258253
heit,12,1850-1914,0.5,29,17,3.68990158199215
heit,12,1850-1914,0.25,15,10,3.139572261986723
heit,12,1850-1914,0.125,8,5,2.0
heit,12,1850-1914,0.0625,4,4,2.0
heit,13,1850-1914,1.0,58,24,4.228610418161747
heit,13,1850-1914,0.5,29,14,3.5055919968905505
heit,13,1850-1914,0.25,15,10,3.189898095464288
heit,13,1850-1914,0.125,8,6,2.5
heit,13,1850-1914,0.0625,4,4,2.0
heit,14,1850-1914,1.0,58,19,3.8510218917843297
heit,14,1850-1914,0.5,29,14,3.5554141844097313
heit,14,1850-1914,0.25,15,10,2.9995812306460645
heit,14,1850-1914,0.125,8,7,2.75
heit,14,1850-1914,0.0625,4,4,2.0
heit,15,1850-1914,1.0,58,20,3.7764455476585965
heit,15,1850-1914,0.5,29,15,3.6025888586942365
heit,15,1850-1914,0.25,15,10,3.189898095464288
heit,15,1850-1914,0.125,8,6,2.5
heit,15,1850-1914,0.0625,4,4,2.0
heit,16,1850-1914,1.0,58,20,3.6790030418372806
heit,16,1850-1914,0.5,29,14,3.076484847560431
heit,16,1850-1914,0.25,15,8,2.682588730501833
heit,16,1850-1914,0.125,8,5,2.1556390622295667
heit,16,1850-1914,0.0625,4,4,2.0
heit,17,1850-1914,1.0,58,22,4.061205143255767
heit,17,1850-1914,0.5,29,13,3.2592041683482518
heit,17,1850-1914,0.25,15,11,3.323231428797621
heit,17,1850-1914,0.125,8,6,2.4056390622295667
heit,17,1850-1914,0.0625,4,4,2.0
heit,18,1850-1914,1.0,58,19,3.7339588516665856
heit,18,1850-1914,0.5,29,13,3.4695443569727296
heit,18,1850-1914,0.25,15,10,3.139572261986723
heit,18,1850-1914,0.125,8,8,3.0
heit,18,1850-1914,0.0625,4,3,1.5
heit,19,1850-1914,1.0,58,17,3.5705493664541734
heit,19,1850-1914,0.5,29,16,3.6335059949783672
heit,19,1850-1914,0.25,15,11,3.3735572622751855
heit,19,1850-1914,0.125,8,8,3.0
heit,19,1850-1914,0.0625,4,4,2.0
heit,20,1850-1914,1.0,58,20,3.943369507805136
heit,20,1850-1914,0.5,29,17,3.7714370294611252
heit,20,1850-1914,0.25,15,10,3.189898095464288
heit,20,1850-1914,0.125,8,7,2.75
heit,20,1850-1914,0.0625,4,4,2.0
heit,21,1850-1914,1.0,58,19,3.6276159730209683
heit,21,1850-1914,0.5,29,18,3.835516013941253
heit,21,1850-1914,0.25,15,9,2.9735572622751856
heit,21,1850-1914,0.125,8,7,2.75
heit,21,1850-1914,0.0625,4,3,1.5
heit,22,1850-1914,1.0,58,19,3.683192353785482
heit,22,1850-1914,0.5,29,15,3.5914618243275522
heit,22,1850-1914,0.25,15,8,2.872905595320056
heit,22,1850-1914,0.125,8,7,2.75
heit,22,1850-1914,0.0625,4,4,2.0
heit,23,1850-1914,1.0,58,21,4.167651684484333
heit,23,1850-1914,0.5,29,16,3.57655825517136
heit,23,1850-1914,0.25,15,10,2.9995812306460645
heit,23,1850-1914,0.125,8,5,2.0
heit,23,1850-1914,0.0625,4,4,2.0
heit,24,1850-1914,1.0,58,21,3.668751938887596
heit,24,1850-1914,0.5,29,15,3.715932185515028
heit,24,1850-1914,0.25,15,8,2.7898980954642876
heit,24,1850-1914,0.125,8,6,2.4056390622295667
heit,24,1850-1914,0.0625,4,3,1.5
heit,25,1850-1914,1.0,58,23,4.079959161601915
heit,25,1850-1914,0.5,29,19,3.9523029776623844
heit,25,1850-1914,0.25,15,9,2.9232314287976213
heit,25,1850-1914,0.125,8,6,2.5
heit,25,1850-1914,0.0625,4,4,2.0
heit,26,1850-1914,1.0,58,19,3.7726066951180717
heit,26,1850-1914,0.5,29,13,2.8972705179552385
heit,26,1850-1914,0.25,15,11,3.3735572622751855
heit,26,1850-1914,0.125,8,7,2.75
heit,26,1850-1914,0.0625,4,3,1.5
heit,27,1850-1914,1.0,58,21,3.7173274991911422
heit,27,1850-1914,0.5,29,19,3.9193851003388254
heit,27,1850-1914,0.25,15,12,3.506890595608519
heit,27,1850-1914,0.125,8,6,2.5
heit,27,1850-1914,0.0625,4,4,2.0
heit,28,1850-1914,1.0,58,22,3.8955216867999605
heit,28,1850-1914,0.5,29,13,3.440070116549511
heit,28,1850-1914,0.25,15,7,2.4729055953200563
heit,28,1850-1914,0.125,8,7,2.75
heit,28,1850-1914,0.0625,4,4,2.0
heit,29,1850-1914,1.0,58,23,4.246634238120655
heit,29,1850-1914,0.5,29,14,3.5485269106090507
heit,29,1850-1914,0.25,15,9,3.006238928653389
heit,29,1850-1914,0.125,8,8,3.0
heit,29,1850-1914,0.0625,4,4,2.0
heit,30,1850-1914,1.0,58,19,3.8809415037413912
heit,30,1850-1914,0.5,29,14,3.507592737929979
heit,30,1850-1914,0.25,15,9,2.9735572622751856
heit,30,1850-1914,0.125,8,5,2.1556390622295667
heit,30,1850-1914,0.0625,4,3,1.5
heit,31,1850-1914,1.0,58,24,4.195596929927391
heit,31,1850-1914,0.5,29,15,3.6074753914554885
heit,31,1850-1914,0.25,15,9,2.9232314287976213
heit,31,1850-1914,0.125,8,6,2.4056390622295667
heit,31,1850-1914,0.0625,4,4,2.0
heit,32,1850-1914,1.0,58,25,4.011094521355783
heit,32,1850-1914,0.5,29,13,3.3147090122943483
heit,32,1850-1914,0.25,15,8,2.872905595320056
heit,32,1850-1914,0.125,8,6,2.5
heit,32,1850-1914,0.0625,4,4,2.0
heit,33,1850-1914,1.0,58,19,3.8040970926363977
heit,33,1850-1914,0.5,29,17,3.8369589098021644
heit,33,1850-1914,0.25,15,11,3.323231428797621
heit,33,1850-1914,0.125,8,5,2.1556390622295667
heit,33,1850-1914,0.0625,4,1,0.0
heit,34,1850-1914,1.0,58,21,3.970400481847729
heit,34,1850-1914,0.5,29,14,3.4217229104929774
heit,34,1850-1914,0.25,15,11,3.323231428797621
heit,34,1850-1914,0.125,8,6,2.4056390622295667
heit,34,1850-1914,0.0625,4,3,1.5
heit,35,1850-1914,1.0,58,23,3.9807979560068607
heit,35,1850-1914,0.5,29,15,3.4781184975067605
heit,35,1850-1914,0.25,15,12,3.456564762130954
heit,35,1850-1914,0.125,8,7,2.75
heit,35,1850-1914,0.0625,4,4,2.0
heit,36,1850-1914,1.0,58,20,3.918265590575538
heit,36,1850-1914,0.5,29,12,3.374548236208472
heit,36,1850-1914,0.25,15,10,3.139572261986723
heit,36,1850-1914,0.125,8,6,2.4056390622295667
heit,36,1850-1914,0.0625,4,4,2.0
heit,37,1850-1914,1.0,58,23,3.991348882946701
heit,37,1850-1914,0.5,29,15,3.4083568565997178
heit,37,1850-1914,0.25,15,10,3.1068905956085193
heit,37,1850-1914,0.125,8,5,2.25
heit,37,1850-1914,0.0625,4,3,1.5
heit,38,1850-1914,1.0,58,17,3.4398413498539115
heit,38,1850-1914,0.5,29,16,3.7024715122197462
heit,38,1850-1914,0.25,15,9,3.006238928653389
heit,38,1850-1914,0.125,8,6,2.4056390622295667
heit,38,1850-1914,0.0625,4,3,1.5
heit,39,1850-1914,1.0,58,18,3.608939395757372
heit,39,1850-1914,0.5,29,15,3.6174924278504297
heit,39,1850-1914,0.25,15,11,3.3735572622751855
heit,39,1850-1914,0.125,8,7,2.75
heit,39,1850-1914,0.0625,4,4,2.0
heit,40,1850-1914,1.0,58,23,3.989250111104672
heit,40,1850-1914,0.5,29,15,3.646966668273649
heit,40,1850-1914,0.25,15,10,3.139572261986723
heit,40,1850-1914,0.125,8,7,2.75
heit,40,1850-1914,0.0625,4,3,1.5
heit,41,1850-1914,1.0,58,21,3.7668738827974977
heit,41,1850-1914,0.5,29,18,3.8798938235206655
heit,41,1850-1914,0.25,15,8,2.682588730501833
heit,41,1850-1914,0.125,8,7,2.75
heit,41,1850-1914,0.0625,4,4,2.0
heit,42,1850-1914,1.0,58,22,3.9288849356573627
heit,42,1850-1914,0.5,29,15,3.6933452188924902
heit,42,1850-1914,0.25,15,9,2.739572261986723
heit,42,1850-1914,0.125,8,5,2.1556390622295667
heit,42,1850-1914,0.0625,4,4,2.0
heit,43,1850-1914,1.0,58,20,3.57876433632081
heit,43,1850-1914,0.5,29,18,3.9783335811852636
heit,43,1850-1914,0.25,15,6,2.332914563979398
heit,43,1850-1914,0.125,8,4,1.811278124459133
heit,43,1850-1914,0.0625,4,3,1.5
heit,44,1850-1914,1.0,58,20,3.896123995486844
heit,44,1850-1914,0.5,29,15,3.4386272206886
heit,44,1850-1914,0.25,15,8,2.7898980954642876
heit,44,1850-1914,0.125,8,6,2.5
heit,44,1850-1914,0.0625,4,4,2.0
heit,45,1850-1914,1.0,58,23,4.134012359230319
heit,45,1850-1914,0.5,29,15,3.521605564018486
heit,45,1850-1914,0.25,15,10,2.9995812306460645
heit,45,1850-1914,0.125,8,7,2.75
heit,45,1850-1914,0.0625,4,4,2.0
heit,46,1850-1914,1.0,58,21,3.8331200572616386
heit,46,1850-1914,0.5,29,12,3.1676516844843348
heit,46,1850-1914,0.25,15,11,3.323231428797621
heit,46,1850-1914,0.125,8,5,2.25
heit,46,1850-1914,0.0625,4,4,2.0
heit,47,1850-1914,1.0,58,21,3.7840753778307046
heit,47,1850-1914,0.5,29,16,3.8109283062792865
heit,47,1850-1914,0.25,15,8,2.682588730501833
heit,47,1850-1914,0.125,8,6,2.5
heit,47,1850-1914,0.0625,4,3,1.5
heit,48,1850-1914,1.0,58,22,4.035776848419773
heit,48,1850-1914,0.5,29,19,4.017824858003423
heit,48,1850-1914,0.25,15,8,2.8402239289418523
heit,48,1850-1914,0.125,8,6,2.4056390622295667
heit,48,1850-1914,0.0625,4,3,1.5
heit,49,1850-1914,1.0,58,19,3.7268304531861123
heit,49,1850-1914,0.5,29,13,3.10595908798365
heit,49,1850-1914,0.25,15,7,2.4729055953200563
heit,49,1850-1914,0.125,8,7,2.75
heit,49,1850-1914,0.0625,4,4,2.0
