sfx,iter,period,factor,sample_size,n_types,entropy
heit,19,1482-1549,0.0625,12,6,2.1258145836939115
heit,20,1482-1549,1.0,186,36,4.168431824230904
heit,20,1482-1549,0.5,93,27,3.755438104838159
heit,20,1482-1549,0.25,47,19,3.7253512250598275
heit,20,1482-1549,0.125,24,13,3.3180303358642114
heit,20,1482-1549,0.0625,12,7,2.584962500721157
heit,21,1482-1549,1.0,186,38,4.030398169509563
heit,21,1482-1549,0.5,93,26,3.892022175260075
heit,21,1482-1549,0.25,47,18,3.5182198970952294
heit,21,1482-1549,0.125,24,13,3.4549868557726673
heit,21,1482-1549,0.0625,12,7,2.522055208874201
heit,22,1482-1549,1.0,186,41,4.143931357214733
heit,22,1482-1549,0.5,93,29,4.0232020778430835
heit,22,1482-1549,0.25,47,19,3.5268661089370745
heit,22,1482-1549,0.125,24,14,3.4906015629507237
heit,22,1482-1549,0.0625,12,9,3.0220552088742005
heit,23,1482-1549,1.0,186,42,4.222128299989219
heit,23,1482-1549,0.5,93,28,3.8632488705331003
heit,23,1482-1549,0.25,47,19,3.515691291766412
heit,23,1482-1549,0.125,24,12,3.0842953160960103
heit,23,1482-1549,0.0625,12,5,2.084962500721156
heit,24,1482-1549,1.0,186,37,4.059739909520741
heit,24,1482-1549,0.5,93,35,4.286921048673611
heit,24,1482-1549,0.25,47,19,3.508954461185256
heit,24,1482-1549,0.125,24,14,3.1981203125901447
heit,24,1482-1549,0.0625,12,9,3.084962500721156
heit,25,1482-1549,1.0,186,35,4.080806395644712
heit,25,1482-1549,0.5,93,31,3.6258045337951232
heit,25,1482-1549,0.25,47,18,3.421298160050182
heit,25,1482-1549,0.125,24,13,3.4072682296173897
heit,25,1482-1549,0.0625,12,7,2.4508257945180887
heit,26,1482-1549,1.0,186,39,4.049842651643389
heit,26,1482-1549,0.5,93,32,4.288770293440772
heit,26,1482-1549,0.25,47,18,3.6989503992576287
heit,26,1482-1549,0.125,24,12,3.2049868557726673
heit,26,1482-1549,0.0625,12,10,3.2516291673878235
heit,27,1482-1549,1.0,186,41,4.322939092429551
heit,27,1482-1549,0.5,93,30,4.037687621613394
heit,27,1482-1549,0.25,47,17,3.552889175361227
heit,27,1482-1549,0.125,24,12,3.2527054819279444
heit,27,1482-1549,0.0625,12,10,3.1887218755408675
heit,28,1482-1549,1.0,186,35,4.035464436303587
heit,28,1482-1549,0.5,93,29,3.915613966579593
heit,28,1482-1549,0.25,47,19,3.670986191826982
heit,28,1482-1549,0.125,24,9,2.657268229617389
heit,28,1482-1549,0.0625,12,10,3.2516291673878235
heit,29,1482-1549,1.0,186,31,3.978301233920925
heit,29,1482-1549,0.5,93,33,4.090106397880082
heit,29,1482-1549,0.25,47,19,3.6069783993292477
heit,29,1482-1549,0.125,24,13,3.3758145836939115
heit,29,1482-1549,0.0625,12,10,3.2516291673878235
heit,30,1482-1549,1.0,186,39,4.1368289141384595
heit,30,1482-1549,0.5,93,24,3.764642671719517
heit,30,1482-1549,0.25,47,21,3.7114145860799628
heit,30,1482-1549,0.125,24,13,3.4864405016961455
heit,30,1482-1549,0.0625,12,11,3.41829583405449
heit,31,1482-1549,1.0,186,33,3.6865449379540602
heit,31,1482-1549,0.5,93,27,3.977662115176755
heit,31,1482-1549,0.25,47,23,4.090886989561229
heit,31,1482-1549,0.125,24,15,3.5739348962840563
heit,31,1482-1549,0.0625,12,6,2.251629167387823
heit,32,1482-1549,1.0,186,37,4.385894312987187
heit,32,1482-1549,0.5,93,24,3.6866708059181716
heit,32,1482-1549,0.25,47,18,3.2359657609985195
heit,32,1482-1549,0.125,24,10,2.838456377350588
heit,32,1482-1549,0.0625,12,6,2.459147917027245
heit,33,1482-1549,1.0,186,43,4.3418491412192015
heit,33,1482-1549,0.5,93,31,4.0642314306051714
heit,33,1482-1549,0.25,47,16,3.31018739845943
heit,33,1482-1549,0.125,24,13,3.1462406251802886
heit,33,1482-1549,0.0625,12,8,2.855388542207534
heit,34,1482-1549,1.0,186,38,4.142348310187539
heit,34,1482-1549,0.5,93,30,3.8996385809032903
heit,34,1482-1549,0.25,47,19,3.4670753636254092
heit,34,1482-1549,0.125,24,11,3.1258145836939115
heit,34,1482-1549,0.0625,12,8,2.751629167387823
heit,35,1482-1549,1.0,186,40,4.247026303165294
heit,35,1482-1549,0.5,93,35,4.269472189925136
heit,35,1482-1549,0.25,47,21,3.7560925748057055
heit,35,1482-1549,0.125,24,11,3.1572682296173893
heit,35,1482-1549,0.0625,12,8,2.855388542207534
heit,36,1482-1549,1.0,186,36,4.0967336713992
heit,36,1482-1549,0.5,93,31,4.050563420604823
heit,36,1482-1549,0.25,47,23,3.631049022814516
heit,36,1482-1549,0.125,24,15,3.5739348962840563
heit,36,1482-1549,0.0625,12,9,3.0220552088742005
heit,37,1482-1549,1.0,186,41,4.178422606464929
heit,37,1482-1549,0.5,93,26,3.651163211235135
heit,37,1482-1549,0.25,47,17,3.632488927685353
heit,37,1482-1549,0.125,24,12,3.1735332098491886
heit,37,1482-1549,0.0625,12,8,2.617492461184755
heit,38,1482-1549,1.0,186,39,3.94470212684454
heit,38,1482-1549,0.5,93,29,4.091708007391379
heit,38,1482-1549,0.25,47,20,3.842983064999457
heit,38,1482-1549,0.125,24,14,3.517894147619623
heit,38,1482-1549,0.0625,12,6,2.2841591278514226
heit,39,1482-1549,1.0,186,36,4.118480566167506
heit,39,1482-1549,0.5,93,27,3.755142964648821
heit,39,1482-1549,0.25,47,20,3.8516292768413023
heit,39,1482-1549,0.125,24,16,3.6887218755408675
heit,39,1482-1549,0.0625,12,10,3.2516291673878235
heit,40,1482-1549,1.0,186,38,4.274808003839408
heit,40,1482-1549,0.5,93,33,4.045286386451882
heit,40,1482-1549,0.25,47,15,3.0061965642134383
heit,40,1482-1549,0.125,24,14,2.9993896755123943
heit,40,1482-1549,0.0625,12,9,3.0220552088742005
heit,41,1482-1549,1.0,186,37,4.265286858901807
heit,41,1482-1549,0.5,93,30,4.091022717045752
heit,41,1482-1549,0.25,47,19,3.6814165108838557
heit,41,1482-1549,0.125,24,16,3.736440501696144
heit,41,1482-1549,0.0625,12,8,2.792481250360578
heit,42,1482-1549,1.0,186,36,4.1575990033306764
heit,42,1482-1549,0.5,93,27,3.9395410335415324
heit,42,1482-1549,0.25,47,18,3.482462705912138
heit,42,1482-1549,0.125,24,12,3.151363669197544
heit,42,1482-1549,0.0625,12,11,3.41829583405449
heit,43,1482-1549,1.0,186,41,4.406630710943148
heit,43,1482-1549,0.5,93,31,3.8885913197001307
heit,43,1482-1549,0.25,47,16,3.237262220975341
heit,43,1482-1549,0.125,24,12,3.2049868557726673
heit,43,1482-1549,0.0625,12,7,2.6887218755408675
heit,44,1482-1549,1.0,186,34,3.9535311931342028
heit,44,1482-1549,0.5,93,25,3.7802664293304526
heit,44,1482-1549,0.25,47,22,3.867690713057546
heit,44,1482-1549,0.125,24,14,3.522055208874201
heit,44,1482-1549,0.0625,12,9,3.0220552088742005
heit,45,1482-1549,1.0,186,40,4.1238139791879025
heit,45,1482-1549,0.5,93,29,3.843004785069909
heit,45,1482-1549,0.25,47,19,3.485811204502776
heit,45,1482-1549,0.125,24,13,3.1462406251802886
heit,45,1482-1549,0.0625,12,11,3.41829583405449
heit,46,1482-1549,1.0,186,38,4.282629398825464
heit,46,1482-1549,0.5,93,33,4.256224780154543
heit,46,1482-1549,0.25,47,22,3.8455990874763537
heit,46,1482-1549,0.125,24,13,3.355388542207534
heit,46,1482-1549,0.0625,12,8,2.855388542207534
heit,47,1482-1549,1.0,186,42,4.320475583542184
heit,47,1482-1549,0.5,93,26,3.880503754759218
heit,47,1482-1549,0.25,47,18,3.4022216291514638
heit,47,1482-1549,0.125,24,15,3.484697002530878
heit,47,1482-1549,0.0625,12,9,3.084962500721156
heit,48,1482-1549,1.0,186,41,4.15954522957922
heit,48,1482-1549,0.5,93,28,3.791486783316785
heit,48,1482-1549,0.25,47,20,3.7817524148169555
heit,48,1482-1549,0.125,24,12,3.084962500721156
heit,48,1482-1549,0.0625,12,7,2.625814583693912
heit,49,1482-1549,1.0,186,40,4.012530730586558
heit,49,1482-1549,0.5,93,29,3.881614496871432
heit,49,1482-1549,0.25,47,21,3.6619409077795586
heit,49,1482-1549,0.125,24,14,3.5535088547976788
heit,49,1482-1549,0.0625,12,5,2.1887218755408666
heit,50,1482-1549,1.0,186,38,4.131492568668624
heit,50,1482-1549,0.5,93,22,3.521972451199539
heit,50,1482-1549,0.25,47,18,3.3870504903813137
heit,50,1482-1549,0.125,24,11,3.0680303358642105
heit,50,1482-1549,0.0625,12,9,3.084962500721156
heit,51,1482-1549,1.0,186,40,4.186473826994631
heit,51,1482-1549,0.5,93,33,4.312516129817378
heit,51,1482-1549,0.25,47,21,3.4880938230715084
heit,51,1482-1549,0.125,24,10,2.5774287729134877
heit,51,1482-1549,0.0625,12,5,1.5849625007211563
heit,52,1482-1549,1.0,186,39,4.166741878515402
heit,52,1482-1549,0.5,93,28,4.067625074060366
heit,52,1482-1549,0.25,47,20,3.910793511971651
heit,52,1482-1549,0.125,24,13,3.1990822953528215
heit,52,1482-1549,0.0625,12,9,2.91829583405449
heit,53,1482-1549,1.0,186,34,4.047670044787737
heit,53,1482-1549,0.5,93,26,3.653518758246564
heit,53,1482-1549,0.25,47,16,3.214163319762744
heit,53,1482-1549,0.125,24,15,3.601227480952956
heit,53,1482-1549,0.0625,12,9,3.0220552088742005
heit,54,1482-1549,1.0,186,39,4.14416778060346
heit,54,1482-1549,0.5,93,23,3.432962207567473
heit,54,1482-1549,0.25,47,17,3.233792970409046
heit,54,1482-1549,0.125,24,15,3.653107168362812
heit,54,1482-1549,0.0625,12,9,3.0220552088742005
heit,55,1482-1549,1.0,186,37,4.1649286911653
heit,55,1482-1549,0.5,93,29,4.005467595566624
heit,55,1482-1549,0.25,47,18,3.346735561990802
heit,55,1482-1549,0.125,24,10,2.8868421881310113
heit,55,1482-1549,0.0625,12,9,3.0220552088742005
heit,56,1482-1549,1.0,186,38,4.230921867514767
heit,56,1482-1549,0.5,93,26,3.8099091431915535
heit,56,1482-1549,0.25,47,21,3.6798413210722174
heit,56,1482-1549,0.125,24,13,3.4345608142862893
heit,56,1482-1549,0.0625,12,10,3.2516291673878235
heit,57,1482-1549,1.0,186,38,4.093746614230738
heit,57,1482-1549,0.5,93,34,4.387510264651093
heit,57,1482-1549,0.25,47,18,3.574617574529518
heit,57,1482-1549,0.125,24,11,3.0220552088742005
heit,57,1482-1549,0.0625,12,7,2.4508257945180887
heit,58,1482-1549,1.0,186,40,4.348117273492799
heit,58,1482-1549,0.5,93,26,3.9768082971900682
heit,58,1482-1549,0.25,47,20,3.860426023902311
heit,58,1482-1549,0.125,24,12,3.2406015629507228
heit,58,1482-1549,0.0625,12,6,2.355388542207534
heit,59,1482-1549,1.0,186,36,4.056815239602769
heit,59,1482-1549,0.5,93,29,3.8391475316398815
heit,59,1482-1549,0.25,47,15,3.174160046429732
heit,59,1482-1549,0.125,24,12,3.084962500721156
heit,59,1482-1549,0.0625,12,7,2.625814583693912
heit,60,1482-1549,1.0,186,39,4.189901824672946
heit,60,1482-1549,0.5,93,30,4.119130986899319
heit,60,1482-1549,0.25,47,20,3.7284572492132204
heit,60,1482-1549,0.125,24,14,3.438721875540867
heit,60,1482-1549,0.0625,12,8,2.855388542207534
heit,61,1482-1549,1.0,186,40,4.288661041235826
heit,61,1482-1549,0.5,93,28,3.709326952528446
heit,61,1482-1549,0.25,47,21,3.8590445012157018
heit,61,1482-1549,0.125,24,12,3.151363669197544
heit,61,1482-1549,0.0625,12,8,2.855388542207534
heit,62,1482-1549,1.0,186,36,4.016831457131501
heit,62,1482-1549,0.5,93,31,4.104568526567678
heit,62,1482-1549,0.25,47,17,3.3628924497479673
heit,62,1482-1549,0.125,24,14,3.517894147619623
heit,62,1482-1549,0.0625,12,6,2.2841591278514226
heit,63,1482-1549,1.0,186,36,4.223239431002447
heit,63,1482-1549,0.5,93,29,4.002431810236595
heit,63,1482-1549,0.25,47,20,3.681654463251098
heit,63,1482-1549,0.125,24,15,3.5739348962840563
heit,63,1482-1549,0.0625,12,10,3.1887218755408675
heit,64,1482-1549,1.0,186,36,3.8436224579563025
heit,64,1482-1549,0.5,93,28,3.9528591951162144
heit,64,1482-1549,0.25,47,21,3.551195997617117
heit,64,1482-1549,0.125,24,13,3.4345608142862893
heit,64,1482-1549,0.0625,12,7,2.584962500721157
heit,65,1482-1549,1.0,186,43,4.37569359568369
heit,65,1482-1549,0.5,93,29,4.064274282543187
heit,65,1482-1549,0.25,47,16,3.2012636648687116
heit,65,1482-1549,0.125,24,14,3.401363669197544
heit,65,1482-1549,0.0625,12,8,2.751629167387823
heit,66,1482-1549,1.0,186,34,4.053181572338353
heit,66,1482-1549,0.5,93,29,4.029059989241737
heit,66,1482-1549,0.25,47,19,3.5724927772931374
heit,66,1482-1549,0.125,24,12,3.151363669197544
heit,66,1482-1549,0.0625,12,7,2.2924812503605785
heit,67,1482-1549,1.0,186,35,3.856406448177897
heit,67,1482-1549,0.5,93,29,3.872807115137114
heit,67,1482-1549,0.25,47,23,4.040266228618616
heit,67,1482-1549,0.125,24,12,3.0842953160960103
heit,67,1482-1549,0.0625,12,9,3.0220552088742005
heit,68,1482-1549,1.0,186,36,3.857860801384099
heit,68,1482-1549,0.5,93,25,3.656687810382591
heit,68,1482-1549,0.25,47,17,3.6155371940230148
heit,68,1482-1549,0.125,24,12,3.2406015629507228
heit,68,1482-1549,0.0625,12,5,1.950825794518089
heit,69,1482-1549,1.0,186,44,4.387342910711379
heit,69,1482-1549,0.5,93,26,3.7756190798086284
heit,69,1482-1549,0.25,47,20,3.9819048737862834
heit,69,1482-1549,0.125,24,11,2.829172272078755
heit,69,1482-1549,0.0625,12,9,3.0220552088742005
heit,70,1482-1549,1.0,186,40,4.1718167676784645
heit,70,1482-1549,0.5,93,30,4.117329470780618
heit,70,1482-1549,0.25,47,20,3.6371052608938568
heit,70,1482-1549,0.125,24,14,3.438721875540867
heit,70,1482-1549,0.0625,12,9,3.0220552088742005
heit,71,1482-1549,1.0,186,42,4.201417667087508
heit,71,1482-1549,0.5,93,31,4.155351995816672
heit,71,1482-1549,0.25,47,17,3.2090195792644622
heit,71,1482-1549,0.125,24,12,3.1258145836939115
heit,71,1482-1549,0.0625,12,8,2.617492461184755
heit,72,1482-1549,1.0,186,36,4.024702979393538
heit,72,1482-1549,0.5,93,31,4.210368194063249
heit,72,1482-1549,0.25,47,21,3.8456865046244313
heit,72,1482-1549,0.125,24,17,3.9387218755408675
heit,72,1482-1549,0.0625,12,8,2.617492461184755
heit,73,1482-1549,1.0,186,42,4.201388111831578
heit,73,1482-1549,0.5,93,30,4.17388784122844
heit,73,1482-1549,0.25,47,15,3.0177260981197973
heit,73,1482-1549,0.125,24,9,2.750961982762677
heit,73,1482-1549,0.0625,12,9,2.91829583405449
heit,74,1482-1549,1.0,186,37,4.020903960556654
heit,74,1482-1549,0.5,93,27,4.0035234077452895
heit,74,1482-1549,0.25,47,20,3.7114145860799628
heit,74,1482-1549,0.125,24,15,3.5739348962840563
heit,74,1482-1549,0.0625,12,9,3.0220552088742005
heit,75,1482-1549,1.0,186,35,3.9190428405846354
heit,75,1482-1549,0.5,93,26,3.861304524904705
heit,75,1482-1549,0.25,47,22,3.9112847372121657
heit,75,1482-1549,0.125,24,11,3.1887218755408675
heit,75,1482-1549,0.0625,12,9,3.0220552088742005
heit,76,1482-1549,1.0,186,35,4.006106061240441
heit,76,1482-1549,0.5,93,25,3.876602421717127
heit,76,1482-1549,0.25,47,18,3.622402810972672
heit,76,1482-1549,0.125,24,11,3.153107168362811
heit,76,1482-1549,0.0625,12,10,3.1887218755408675
heit,77,1482-1549,1.0,186,35,4.002584873393669
heit,77,1482-1549,0.5,93,26,3.6028223698917627
heit,77,1482-1549,0.25,47,22,4.029257267173148
heit,77,1482-1549,0.125,24,12,3.0314536459234773
heit,77,1482-1549,0.0625,12,7,2.625814583693912
heit,78,1482-1549,1.0,186,38,4.3743829358098925
heit,78,1482-1549,0.5,93,26,3.9868029601632236
heit,78,1482-1549,0.25,47,15,3.2030145513064725
heit,78,1482-1549,0.125,24,14,3.3494839817876882
heit,78,1482-1549,0.0625,12,8,2.751629167387823
heit,79,1482-1549,1.0,186,34,4.039579857227315
heit,79,1482-1549,0.5,93,27,3.9168465654223303
heit,79,1482-1549,0.25,47,17,3.5807982991136313
heit,79,1482-1549,0.125,24,13,3.4072682296173897
heit,79,1482-1549,0.0625,12,9,3.084962500721156
heit,80,1482-1549,1.0,186,40,4.18355231624814
heit,80,1482-1549,0.5,93,29,4.176968593907566
heit,80,1482-1549,0.25,47,21,3.7560925748057055
heit,80,1482-1549,0.125,24,15,3.6682958340544904
heit,80,1482-1549,0.0625,12,7,2.625814583693912
heit,81,1482-1549,1.0,186,38,4.038178955182364
heit,81,1482-1549,0.5,93,29,4.027936119793977
heit,81,1482-1549,0.25,47,18,3.6247330132896023
heit,81,1482-1549,0.125,24,13,3.336038815261278
heit,81,1482-1549,0.0625,12,10,3.1887218755408675
heit,82,1482-1549,1.0,186,43,4.321781029257709
heit,82,1482-1549,0.5,93,32,4.037719917997938
heit,82,1482-1549,0.25,47,21,3.9206742236037817
heit,82,1482-1549,0.125,24,10,2.7008257945180882
heit,82,1482-1549,0.0625,12,9,3.084962500721156
heit,83,1482-1549,1.0,186,36,4.116022520121734
heit,83,1482-1549,0.5,93,27,3.87362180048353
heit,83,1482-1549,0.25,47,18,3.4305849087876883
heit,83,1482-1549,0.125,24,11,2.8962406251802895
heit,83,1482-1549,0.0625,12,7,2.584962500721157
heit,84,1482-1549,1.0,186,38,4.103454666637819
heit,84,1482-1549,0.5,93,32,4.134394429524659
heit,84,1482-1549,0.25,47,19,3.640794449505846
heit,84,1482-1549,0.125,24,13,3.4072682296173897
heit,84,1482-1549,0.0625,12,9,3.0220552088742005
heit,85,1482-1549,1.0,186,33,4.126926672259575
heit,85,1482-1549,0.5,93,27,3.7837971046550143
heit,85,1482-1549,0.25,47,21,3.789999554453222
heit,85,1482-1549,0.125,24,9,2.56803033586421
heit,85,1482-1549,0.0625,12,7,2.522055208874201
heit,86,1482-1549,1.0,186,36,3.972254572907947
heit,86,1482-1549,0.5,93,31,4.121000872826811
heit,86,1482-1549,0.25,47,23,4.024204792402371
heit,86,1482-1549,0.125,24,14,3.438721875540867
heit,86,1482-1549,0.0625,12,10,3.1887218755408675
heit,87,1482-1549,1.0,186,37,4.02642911207283
heit,87,1482-1549,0.5,93,28,3.9173356932679395
heit,87,1482-1549,0.25,47,23,3.753843291064552
heit,87,1482-1549,0.125,24,13,3.2841591278514226
heit,87,1482-1549,0.0625,12,4,1.6258145836939113
heit,88,1482-1549,1.0,186,37,4.032344093213177
heit,88,1482-1549,0.5,93,31,3.8673282648871705
heit,88,1482-1549,0.25,47,18,3.5020304620513723
heit,88,1482-1549,0.125,24,15,3.601227480952956
heit,88,1482-1549,0.0625,12,8,2.855388542207534
heit,89,1482-1549,1.0,186,39,4.173193204968769
heit,89,1482-1549,0.5,93,30,4.140780809990914
heit,89,1482-1549,0.25,47,17,3.4170520779002627
heit,89,1482-1549,0.125,24,14,3.1981203125901447
heit,89,1482-1549,0.0625,12,7,2.625814583693912
heit,90,1482-1549,1.0,186,43,4.311486735538757
heit,90,1482-1549,0.5,93,31,3.9772779036039903
heit,90,1482-1549,0.25,47,15,3.3319456949215387
heit,90,1482-1549,0.125,24,13,3.355388542207534
heit,90,1482-1549,0.0625,12,9,3.0220552088742005
heit,91,1482-1549,1.0,186,36,4.122302037866103
heit,91,1482-1549,0.5,93,24,3.6948707559258986
heit,91,1482-1549,0.25,47,15,3.3928309191958297
heit,91,1482-1549,0.125,24,10,2.9013636691975435
heit,91,1482-1549,0.0625,12,7,2.4508257945180887
heit,92,1482-1549,1.0,186,38,4.062777001498468
heit,92,1482-1549,0.5,93,24,3.9832794800891596
heit,92,1482-1549,0.25,47,20,3.4694824686989136
heit,92,1482-1549,0.125,24,10,2.838456377350588
heit,92,1482-1549,0.0625,12,8,2.792481250360578
heit,93,1482-1549,1.0,186,42,4.292271549509199
heit,93,1482-1549,0.5,93,30,4.057682915136154
heit,93,1482-1549,0.25,47,17,3.2454542769333643
heit,93,1482-1549,0.125,24,12,2.9125056054120884
heit,93,1482-1549,0.0625,12,7,2.522055208874201
heit,94,1482-1549,1.0,186,38,3.8656786087731483
heit,94,1482-1549,0.5,93,30,3.960316069913062
heit,94,1482-1549,0.25,47,20,3.741288174771298
heit,94,1482-1549,0.125,24,14,3.5739348962840563
heit,94,1482-1549,0.0625,12,9,3.0220552088742005
heit,95,1482-1549,1.0,186,34,4.116501566775447
heit,95,1482-1549,0.5,93,26,3.7509852532981482
heit,95,1482-1549,0.25,47,16,3.054036334261393
heit,95,1482-1549,0.125,24,18,3.855388542207535
heit,95,1482-1549,0.0625,12,8,2.792481250360578
heit,96,1482-1549,1.0,186,35,3.933707812831717
heit,96,1482-1549,0.5,93,30,4.314846942367963
heit,96,1482-1549,0.25,47,24,3.9296871741813693
heit,96,1482-1549,0.125,24,13,3.3239348962840563
heit,96,1482-1549,0.0625,12,10,3.1887218755408675
heit,97,1482-1549,1.0,186,37,4.057659671140226
heit,97,1482-1549,0.5,93,32,4.145150400921739
heit,97,1482-1549,0.25,47,20,3.3775139810933745
heit,97,1482-1549,0.125,24,15,3.484697002530878
heit,97,1482-1549,0.0625,12,6,2.1258145836939115
heit,98,1482-1549,1.0,186,38,4.13010540916289
heit,98,1482-1549,0.5,93,28,3.9295628826523767
heit,98,1482-1549,0.25,47,19,3.637719749075126
heit,98,1482-1549,0.125,24,12,3.084962500721156
heit,98,1482-1549,0.0625,12,11,3.41829583405449
heit,99,1482-1549,1.0,186,41,4.564480429217988
heit,99,1482-1549,0.5,93,34,4.298724460084465
heit,99,1482-1549,0.25,47,19,3.6987349832819363
heit,99,1482-1549,0.125,24,18,3.9701755214643453
heit,99,1482-1549,0.0625,12,10,3.2516291673878235
heit,100,1482-1549,1.0,186,36,4.006651286595148
heit,100,1482-1549,0.5,93,26,3.7409550534196785
heit,100,1482-1549,0.25,47,20,3.652799958374357
heit,100,1482-1549,0.125,24,12,3.319773835029478
heit,100,1482-1549,0.0625,12,8,2.617492461184755
heit,1,1550-1649,1.0,115,31,4.438481079655333
heit,1,1550-1649,0.5,58,30,4.659981970035088
heit,1,1550-1649,0.25,29,20,4.159199529386522
heit,1,1550-1649,0.125,15,14,3.773557262275186
heit,1,1550-1649,0.0625,8,6,2.5
heit,2,1550-1649,1.0,115,36,4.727796292522268
heit,2,1550-1649,0.5,58,25,4.355247969333235
heit,2,1550-1649,0.25,29,17,3.9262723741395074
heit,2,1550-1649,0.125,15,11,3.2729055953200565
heit,2,1550-1649,0.0625,8,7,2.75
heit,3,1550-1649,1.0,115,33,4.585798749491963
heit,3,1550-1649,0.5,58,24,4.1336142973974885
heit,3,1550-1649,0.25,29,17,3.9262723741395074
heit,3,1550-1649,0.125,15,11,3.3735572622751855
heit,3,1550-1649,0.0625,8,6,2.4056390622295667
heit,4,1550-1649,1.0,115,35,4.730181653785541
heit,4,1550-1649,0.5,58,24,4.254641021684624
heit,4,1550-1649,0.25,29,17,3.8833374604210062
heit,4,1550-1649,0.125,15,13,3.640223928941852
heit,4,1550-1649,0.0625,8,7,2.75
heit,5,1550-1649,1.0,115,33,4.542539782685044
heit,5,1550-1649,0.5,58,28,4.548081539075207
heit,5,1550-1649,0.25,29,17,3.8143719431796264
heit,5,1550-1649,0.125,15,11,3.323231428797621
heit,5,1550-1649,0.0625,8,6,2.4056390622295667
heit,6,1550-1649,1.0,115,33,4.596711335751576
heit,6,1550-1649,0.5,58,30,4.540677064198122
heit,6,1550-1649,0.25,29,19,4.07332970194952
heit,6,1550-1649,0.125,15,10,3.189898095464288
heit,6,1550-1649,0.0625,8,7,2.75
heit,7,1550-1649,1.0,115,36,4.849394748955512
heit,7,1550-1649,0.5,58,29,4.612483909652959
heit,7,1550-1649,0.25,29,16,3.8143719431796272
heit,7,1550-1649,0.125,15,12,3.456564762130954
heit,7,1550-1649,0.0625,8,8,3.0
heit,8,1550-1649,1.0,115,33,4.662658935791989
heit,8,1550-1649,0.5,58,28,4.347193876068255
heit,8,1550-1649,0.25,29,15,3.6174924278504297
heit,8,1550-1649,0.125,15,13,3.640223928941852
heit,8,1550-1649,0.0625,8,7,2.75
heit,9,1550-1649,1.0,115,38,4.789527852197287
heit,9,1550-1649,0.5,58,25,4.16849511785101
heit,9,1550-1649,0.25,29,21,4.25419565015078
heit,9,1550-1649,0.125,15,13,3.640223928941852
heit,9,1550-1649,0.0625,8,5,2.1556390622295667
heit,10,1550-1649,1.0,115,36,4.750846278147664
heit,10,1550-1649,0.5,58,27,4.396859126434398
heit,10,1550-1649,0.25,29,18,4.004364184708141
heit,10,1550-1649,0.125,15,10,2.9995812306460645
heit,10,1550-1649,0.0625,8,8,3.0
heit,11,1550-1649,1.0,115,32,4.57848879849091
heit,11,1550-1649,0.5,58,26,4.238531843645891
heit,11,1550-1649,0.25,29,19,4.07332970194952
heit,11,1550-1649,0.125,15,10,3.056564762130954
heit,11,1550-1649,0.0625,8,5,2.0
heit,12,1550-1649,1.0,115,34,4.569274405065323
heit,12,1550-1649,0.5,58,26,4.281671995727217
heit,12,1550-1649,0.25,29,16,3.676440908696869
heit,12,1550-1649,0.125,15,9,3.006238928653389
heit,12,1550-1649,0.0625,8,7,2.75
heit,13,1550-1649,1.0,115,38,4.746845236742646
heit,13,1550-1649,0.5,58,26,4.356646401685782
