morph,doc.url,doc.id,s.idx,word,lemma,compana,cpd.N1,cpd.N2
-and,http://www.luise-berlin.de/bms/bmstxt97/9708porb.htm,f4d2785c3b2d901f59ed6a40d3f05f14f978,32,Hufeland,Hufeland,Huf_+e_Land,Huf,Land
-and,http://print.perlentaucher.de/buecherbrief/hundert-austern-und-vier-flaschen-vouvray.html,f0ae556bc00022a58c345987a71dfffa35ba,12,Landes,Land,_,,
-and,http://top.de/news/2BtH-conchita-wurst-30-millionen-euro-wert,ddb140836ed1c87fdacd536983052c97e9c1,35,Land,Land,_,,
-and,http://www.gospelszene.de/portal/online-workshops/notenlehre_III-V/zusammenfassung_themengruppe_III,343919bd95e74cb96dc7f23c7c1e923288f6,10,Tonabstandes,Tonabstand,Ton_Abstand,Ton,Abstand
-and,"http://www.rhein-zeitung.de/startseite_datelist,2010-06-29.html",f85500c759f70c5680bd3ba074f96af97010,408,Schwimm-Verband,Schwimm-Verband,Schwimm_--_Verband,Schwimm,Verband
-and,http://www.stuttgart-journal.de/tp2/pool/news/a/vollsperrung-a8-stuttgart-in-richtung-ulm,d5b78d9a902bf81ab58b6747c8090f3ab39f,13,Mehraufwand,Mehraufwand,mehr_Aufwand,mehr,Aufwand
-and,http://www.nmz.de/online/das-klavier-zu-gut-fuer-den-verkaufserfolg,a3066bac2fef1d5df0020a4ef737e3bc7505,25,Bundesverband,Bundesverband,Bund_(e)_+s_Verband,Bund,Verband
-and,http://www.tuerkei-aktuell.de/page/2,f17075461c269deb7f1102070a43c3d39f95,24,Land,Land,_,,
-and,http://orthopaedie.klinikum.uni-heidelberg.de/Schoenland-Stefan.118670.0.html,10e4ffbc87a7bbadcc17f1fbda851297afdf,8,Schonland,Schonland,schonen_#en_Land,schonen,Land
-and,http://forum.nordbayerischer-kurier.de/archive/2381/3/thread.html,9607e3cd608caedcb5dab24b4e05aa7d9042,23,Leerstand,Leerstand,leer_Stand,leer,Stand
-and,http://www.fasena.de/courage/deutsch/8.htm,a607de74f6ffd5e8190e3bfea52bf8bd23ed,94,Straßenrand,Straßenrand,Straße_+n_Rand,Straße,Rand
-and,http://www.upf.de/news/set02/030609/inhalt.htm,f132b88608e5b7ba94291f81a7f560ec2423,23,Land,Land,_,,
-and,http://www.electronic-daten.de/unternehmen/4153.asp,3e2847a6650b262dc33eb77e7f59336f289c,14,Bundesverband,Bundesverband,Bund_(e)_+s_Verband,Bund,Verband
-and,http://www.sportforum24.de/Forum2/Archiv/sportforum_intern_archiv.htm,e898aa867c663f397dfbbde48ec826661988,461,Viba-Verkaufsstand,Viba-Verkaufsstand,Viba_--_Verkauf_+s_Stand,Viba,Stand
-and,http://www.volksmund.ruedenauer.de/Neuigkeiten/body_neuigkeiten.html,e83fcf67cbfa7034723845f036ad821fe68e,64,Landes,Land,_,,
-and,http://www.colognestartup.de/startup/4084_16.html,dfce2b09d315ae1e5972b952b3adc28ed92c,6,Ländern,Land,_,,
-and,http://www.railfan-paige.de/2/Nav/tagebuch.html,828f618b4074a74cdfef27a2933ef52a2683,52,Führerstand,Führerstand,Führer_Stand,Führer,Stand
-and,"http://www.fahrzeugtechnik-muenchen.de/content/view/61/65/lang,de",a378a435ae287073d211ffe704f8084e06f8,7,Bewegungszustand,Bewegungszustand,Bewegung_+s_Zustand,Bewegung,Zustand
-and,http://www.thbecker.de/Hausarbeit2.htm,05b38ad3a58e7875e7e8e209734aa3f26c0b,59,Reichstagsbrandes,Reichstagsbrand,Reichstag_+s_Brand,Reichstag,Brand
-and,http://wirtschaft.codpex.de/Kraftfahrzeuge/Organisationen/Netzwerke,cde97f95951969971db89585af05880dfd6b,15,Landes,Land,_,,
-and,http://archiv.ub.uni-marburg.de/diss/z2000/0400/html/Htmlpro/Kolleg/Grafik/Anhang.htm,9d192b2040753ff1771b832ecb1cde1f4810,307,Tafelband,Tafelband,Tafel_Band,Tafel,Band
-and,http://www.rss-webkatalog.de/kategorie/immobilien/feed-726/seite-4.html,12475b61429223cb043343f62445e725527f,60,Land,Land,_,,
-and,http://www.cagematch.de/cageboard/archive/index.php/t-976-p-6.html,cc4b75fc3990332d2ebf17ab0ecf591bfe3b,158,Punkband,Punkband,Punk_Band,Punk,Band
